gene|Hydrophob-Hydrophob|StrHydrophob-StrHydrophob|Aromatic-Aromatic|Hydrophil-Hydrophil|Hydrophob-Aromatic|Hydrophob-Charged|Hydrophob-NegCharged|Hydrophob-PosCharged|PosCharged-PosCharged|NegCharged-NegCharged|FF-FY-SY-TY-HC|FF-FY-SY-HC|FF|FY|TY|SY|HC|MR|Total
P0AFS7|11|8|0|0|3|1|0|1|0|0|0|0|0|0|0|0|0|0|14
P0AFS9|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0AFT5|2|0|1|3|0|0|0|0|2|0|0|0|0|0|0|0|0|0|6
P0AFT8|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|3
P0AFU0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0AFU2|7|2|0|4|3|11|2|9|0|0|0|0|0|0|0|0|0|0|30
P0AFU4|10|7|0|1|3|4|1|3|0|0|0|0|0|0|0|0|0|0|16
P0AFU8|19|4|1|4|10|9|2|7|0|0|0|0|0|0|0|0|0|0|40
P0AFV0|7|1|0|0|4|2|0|2|0|0|0|0|0|0|0|0|0|0|10
P0AFV2|0|0|0|2|1|1|0|1|1|0|0|0|0|0|0|0|0|0|3
P0AFV4|32|14|1|1|17|9|1|8|0|0|3|3|0|0|1|1|1|0|46
P0AFW0|11|6|0|1|6|4|1|3|0|0|0|0|0|0|0|0|0|0|17
P0AFW4|10|7|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|14
P0AFX9|17|9|0|1|3|7|1|6|1|0|0|0|0|0|0|0|0|1|31
P0AFY2|26|8|3|3|15|12|4|8|1|0|3|3|0|1|0|2|2|1|49
P0AFY8|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P0AFZ1|29|16|3|3|13|4|3|1|0|0|3|3|3|0|0|0|0|0|42
P0AFZ3|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0AFZ5|6|5|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|10
P0AG00|0|0|0|2|0|1|0|1|0|0|0|0|0|0|0|0|0|1|5
P0AG07|8|4|0|0|4|6|3|3|0|0|0|0|0|0|0|0|0|0|16
P0AG11|11|7|0|2|2|3|2|1|0|0|1|1|0|0|0|1|1|0|30
P0AG14|3|2|0|1|1|3|3|0|0|0|1|1|0|0|0|1|1|0|7
P0AG16|18|10|1|2|8|7|0|7|0|0|1|1|0|1|0|0|0|0|32
P0AG18|25|18|0|1|9|6|3|3|0|0|0|0|0|0|0|0|0|0|37
P0AG20|8|2|2|0|3|0|0|0|0|0|2|2|0|1|1|0|0|0|8
P0AG24|5|3|0|0|3|1|1|0|0|0|0|0|0|0|0|0|0|0|8
P0AG27|11|6|0|3|5|5|0|5|3|0|0|0|0|0|0|0|0|0|23
P0AG30|12|8|0|5|3|15|5|10|0|0|0|0|0|0|0|0|0|0|39
P0AG34|27|13|0|4|8|8|0|8|1|0|0|0|0|0|0|0|0|0|50
P0AG38|30|10|1|1|7|7|3|4|1|0|1|1|0|1|0|0|0|1|47
P0AG40|23|11|1|12|16|37|9|28|6|0|0|0|0|0|0|0|0|0|77
P0AG44|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|2
P0AG74|7|6|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|7
P0AG76|4|2|0|3|5|9|3|6|2|1|0|0|0|0|0|0|0|0|16
P0AG78|86|20|16|16|61|35|15|20|1|0|8|8|0|5|3|0|0|0|148
P0AG80|90|34|8|34|41|36|17|19|1|3|9|9|2|1|4|2|2|1|206
P0AG82|69|15|8|7|40|24|14|10|0|1|12|12|0|5|5|2|2|0|111
P0AG84|20|7|1|1|8|1|1|0|0|0|0|0|0|0|0|0|0|0|23
P0AG90|8|5|0|10|0|9|1|8|1|0|0|0|0|0|0|0|0|0|32
P0AG93|8|4|0|3|5|3|0|3|0|0|1|1|0|0|1|0|0|0|24
P0AGA2|20|12|0|0|12|1|0|1|0|0|0|0|0|0|0|0|0|0|29
P0AGB0|43|21|0|2|16|5|3|2|0|0|0|0|0|0|0|0|0|0|64
P0AGC0|107|49|12|23|41|37|15|22|1|0|10|10|3|3|0|4|4|0|225
P0AGC5|55|23|4|16|25|30|16|14|2|1|3|3|1|2|0|0|0|0|113
P0AGC7|8|6|0|3|0|4|3|1|0|0|0|0|0|0|0|0|0|0|16
P0AGD1|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P0AGD3|16|4|7|5|13|9|5|4|3|0|1|1|0|0|1|0|0|0|32
P0AGD7|27|12|1|4|4|16|6|10|1|0|1|1|1|0|0|0|0|1|51
P0AGE4|130|73|4|2|36|8|2|6|0|0|5|5|1|1|2|1|1|0|163
P0AGE6|20|16|0|1|3|2|1|1|0|0|0|0|0|0|0|0|0|0|37
P0AGE9|25|7|2|2|20|15|5|10|0|0|1|1|0|0|1|0|0|0|48
P0AGF4|140|53|15|23|88|43|17|26|3|2|11|11|3|4|2|2|2|0|232
P0AGF6|21|15|0|5|4|9|4|5|0|1|0|0|0|0|0|0|0|0|35
P0AGG0|100|44|0|14|27|37|13|24|2|1|2|2|0|0|0|2|2|1|169
P0AGG2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P0AGG4|21|16|3|5|11|6|2|4|0|1|3|3|3|0|0|0|0|0|33
P0AGG8|68|19|1|17|18|48|13|35|2|1|2|2|0|0|0|0|0|0|181
P0AGH1|21|16|3|3|13|5|3|2|1|0|2|2|1|1|0|0|0|0|32
P0AGH3|5|1|0|1|1|5|4|1|0|0|0|0|0|0|0|0|0|0|12
P0AGH8|6|2|1|0|3|2|0|2|0|0|0|0|0|0|0|0|0|0|9
P0AGI1|69|30|0|1|23|4|0|4|0|0|2|2|0|0|2|0|0|0|87
P0AGI4|67|32|0|1|16|9|2|7|0|0|3|3|0|0|0|3|3|0|90
P0AGI8|24|20|2|4|7|10|1|9|0|0|2|2|2|0|0|0|0|0|38
P0AGJ2|63|35|0|18|16|23|18|5|2|0|1|1|0|0|1|0|0|0|131
P0AGJ5|81|40|2|14|20|39|18|21|5|1|5|5|0|0|3|2|2|0|156
P0AGJ7|44|20|5|9|33|28|14|14|1|1|4|4|0|4|0|0|0|0|101
P0AGJ9|40|27|1|5|24|16|4|12|2|0|0|0|0|0|0|0|0|0|65
P0AGK1|1|1|0|2|1|4|2|2|0|0|0|0|0|0|0|0|0|0|7
P0AGK4|2|2|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|5
P0AGL7|69|44|0|15|14|28|9|19|4|1|0|0|0|0|0|0|0|0|126
P0AGM0|16|14|3|0|6|6|3|3|0|0|2|2|2|0|0|0|0|0|29
P0AGM2|4|2|0|0|1|2|0|2|0|0|0|0|0|0|0|0|0|0|6
P0AGM5|5|3|0|1|2|3|3|0|0|0|0|0|0|0|0|0|0|0|10
P0AGM7|187|76|3|3|44|20|9|11|1|0|4|4|0|2|1|1|1|0|235
P0AGM9|156|73|6|2|32|23|14|9|0|0|3|3|0|3|0|0|0|0|232
P0C037|1|0|1|0|2|1|0|1|0|0|0|0|0|0|0|0|0|0|4
P0C054|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
P0C066|2|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0C0K3|1|1|1|1|3|2|0|2|0|0|0|0|0|0|0|0|0|0|4
P0C0L7|138|49|9|14|67|31|10|21|1|0|8|8|2|5|0|1|1|1|218
P0C0R7|6|0|1|2|5|9|4|5|0|1|1|1|0|0|0|1|1|0|20
P0C0S1|5|1|0|1|1|1|0|1|0|0|1|1|0|0|0|1|1|0|8
P0C0U4|16|10|0|0|4|3|0|3|0|0|0|0|0|0|0|0|0|0|19
P0C0V0|22|6|0|4|4|3|1|2|0|0|1|1|0|0|0|1|1|0|33
P0C7L2|55|29|0|20|13|41|22|19|2|2|0|0|0|0|0|0|0|0|141
P0C8J6|22|10|0|5|7|11|2|9|1|0|2|2|0|0|0|1|1|0|40
P0C8J8|14|7|6|1|10|9|0|9|0|0|1|1|0|1|0|0|0|0|27
P0C8K0|14|7|5|6|7|7|1|6|1|0|0|0|0|0|0|0|0|0|30
P0C960|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0CB39|119|46|8|40|66|62|27|35|3|2|9|9|1|2|4|2|2|0|251
P0CE44|115|46|9|11|73|41|17|24|2|0|9|9|2|2|3|2|2|1|193
P0CE47|37|22|2|4|9|14|6|8|0|0|0|0|0|0|0|0|0|0|60
P0CE48|36|22|1|4|7|13|6|7|0|0|0|0|0|0|0|0|0|0|58
P0CE49|11|7|3|4|7|11|5|6|1|0|1|1|0|1|0|0|0|0|37
P0CE50|11|7|3|6|7|10|5|5|1|0|1|1|0|1|0|0|0|0|37
P0CE51|11|7|3|5|7|9|5|4|1|0|1|1|0|1|0|0|0|0|35
P0CE52|11|7|3|5|7|9|5|4|1|0|1|1|0|1|0|0|0|0|35
P0CE53|11|7|3|5|7|9|5|4|1|0|1|1|0|1|0|0|0|0|35
P0CE54|11|7|3|4|7|11|5|6|1|0|1|1|0|1|0|0|0|0|36
P0CE55|11|7|3|5|7|10|5|5|1|0|1|1|0|1|0|0|0|0|36
P0CE56|11|7|3|5|7|11|5|6|1|0|1|1|0|1|0|0|0|0|37
P0CE57|11|7|3|5|7|10|5|5|1|0|1|1|0|1|0|0|0|0|36
P0CE58|11|7|3|5|7|9|5|4|1|0|1|1|0|1|0|0|0|0|36
P0CF25|9|4|2|2|5|6|0|6|1|0|0|0|0|0|0|0|0|0|18
P0CF26|9|4|2|3|5|5|0|5|2|0|0|0|0|0|0|0|0|0|18
P0CF27|9|4|2|3|5|6|0|6|2|0|0|0|0|0|0|0|0|0|19
P0CF28|9|4|2|2|6|7|0|7|1|0|0|0|0|0|0|0|0|0|19
P0CF29|8|4|2|2|4|7|0|7|1|0|0|0|0|0|0|0|0|0|18
P0CF53|19|14|2|2|8|8|5|3|0|1|2|2|2|0|0|0|0|0|31
P0CF54|18|13|2|3|8|8|5|3|1|1|2|2|2|0|0|0|0|0|31
P0CF55|18|13|2|2|8|8|5|3|0|1|2|2|2|0|0|0|0|0|30
P0CF56|18|13|2|3|8|8|5|3|1|1|2|2|2|0|0|0|0|0|31
P0CF57|18|13|2|3|8|8|5|3|1|1|2|2|2|0|0|0|0|0|31
P0CF58|18|13|2|3|8|8|5|3|1|1|2|2|2|0|0|0|0|0|31
P0CF60|18|13|2|2|8|8|5|3|0|1|2|2|2|0|0|0|0|0|30
P0CF79|25|13|2|5|13|14|6|8|1|0|1|1|0|0|0|0|0|0|48
P0CF80|25|13|2|5|13|14|6|8|1|0|1|1|0|0|0|0|0|0|48
P0CF81|25|13|2|5|13|14|6|8|1|0|1|1|0|0|0|0|0|0|48
P0CF82|25|13|2|5|13|14|6|8|1|0|1|1|0|0|0|0|0|0|48
P0CF83|25|13|2|5|13|13|5|8|1|0|1|1|0|0|0|0|0|0|47
P0CF88|16|6|0|1|3|5|1|4|0|0|0|0|0|0|0|0|0|0|25
P0CF89|16|6|0|1|2|9|2|7|0|0|0|0|0|0|0|0|0|0|30
P0CF90|16|6|0|1|2|5|1|4|0|0|0|0|0|0|0|0|0|0|25
P0CF91|11|3|0|0|8|4|0|4|0|0|0|0|0|0|0|0|0|1|23
P0CF92|12|3|0|0|7|3|0|3|0|0|0|0|0|0|0|0|0|0|21
P0CF93|10|2|0|1|7|4|0|4|0|0|0|0|0|0|0|0|0|1|23
P0CG19|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P0CI31|22|5|1|1|6|6|3|3|0|0|1|1|0|1|0|0|0|0|33
P0CK95|122|38|7|27|69|55|23|32|1|2|6|6|1|1|2|2|2|0|231
P0DM85|37|15|4|5|21|15|3|12|2|0|2|2|0|0|1|1|1|0|70
P0DMC5|32|23|1|3|11|13|7|6|0|0|0|0|0|0|0|0|0|0|54
P0DMC9|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P0DN74|6|3|0|2|2|2|2|0|0|0|0|0|0|0|0|0|0|0|10
P0DP64|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P0DP89|36|19|0|7|10|4|1|3|2|0|0|0|0|0|0|0|0|0|68
P0DTT0|31|14|2|8|14|24|1|23|4|0|1|1|1|0|0|0|0|0|70
P10100|44|19|1|12|10|28|5|23|2|0|1|1|0|0|1|0|0|2|100
P10121|28|11|1|3|7|12|5|7|1|0|1|1|0|1|0|0|0|0|49
P10151|39|18|3|3|22|13|3|10|0|0|1|1|0|1|0|0|0|0|67
P10346|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P10371|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P10378|25|7|0|3|11|5|4|1|0|0|1|1|0|0|0|1|1|0|46
P10384|1|1|1|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|1
P10408|7|1|0|11|1|12|2|10|1|0|0|0|0|0|0|0|0|0|35
P10423|68|35|0|36|22|51|28|23|2|6|1|1|0|0|0|1|1|2|193
P10441|43|25|0|1|14|14|11|3|0|0|0|0|0|0|0|0|0|1|63
P10442|18|12|0|0|8|15|2|13|0|0|0|0|0|0|0|0|0|0|35
P10443|41|24|1|10|21|30|11|19|2|0|1|1|0|0|0|1|1|1|101
P10805|53|33|1|3|25|5|0|5|0|0|2|2|0|0|0|2|2|0|67
P10902|87|33|5|17|26|52|22|30|3|1|2|2|0|1|0|0|0|0|186
P10903|138|63|9|6|63|21|7|14|0|0|9|9|5|2|1|1|1|1|211
P10907|17|8|2|3|7|8|2|6|0|0|1|1|1|0|0|0|0|0|33
P10908|5|1|0|1|6|9|4|5|1|0|0|0|0|0|0|0|0|0|15
P11071|22|13|5|15|16|14|7|7|1|2|4|4|1|3|0|0|0|0|60
P11072|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|2
P11290|24|9|3|5|13|15|12|3|0|1|0|0|0|0|0|0|0|0|52
P11349|48|7|7|11|27|28|8|20|1|0|3|3|0|2|1|0|0|0|112
P11350|11|4|3|0|11|4|3|1|0|0|2|2|0|1|0|1|1|0|17
P11446|3|0|0|0|2|4|1|3|0|0|0|0|0|0|0|0|0|0|7
P11447|12|3|0|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|15
P11454|126|45|14|18|63|52|23|29|2|0|3|3|0|3|0|0|0|0|218
P11458|5|3|0|0|2|1|1|0|0|0|0|0|0|0|0|0|0|0|10
P11551|103|55|7|8|66|28|11|17|3|0|8|8|4|2|1|1|1|0|177
P11553|25|9|2|4|9|5|4|1|0|0|0|0|0|0|0|0|0|0|40
P11664|6|5|0|7|2|6|0|6|3|0|0|0|0|0|0|0|0|1|20
P11667|32|13|3|1|15|8|0|8|0|0|1|1|0|1|0|0|0|0|55
P11868|2|1|0|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|6
P11875|32|17|0|8|16|18|3|15|1|0|2|2|0|0|0|2|2|2|68
P11880|40|28|0|2|4|8|4|4|0|1|0|0|0|0|0|0|0|0|72
P11988|55|23|2|16|24|30|14|16|3|2|5|5|0|1|2|2|2|0|125
P11989|16|13|0|2|0|8|3|5|0|0|0|0|0|0|0|0|0|0|26
P12008|14|4|1|8|9|12|2|10|3|0|0|0|0|0|0|0|0|1|45
P12281|32|20|1|3|7|8|1|7|0|0|1|1|0|1|0|0|0|0|62
P12282|23|13|0|0|2|6|1|5|0|0|1|1|0|0|0|1|1|0|34
P12295|42|6|8|6|30|16|8|8|0|0|1|1|0|1|0|0|0|0|84
P12758|50|30|1|12|10|17|8|9|1|1|0|0|0|0|0|0|0|1|87
P12994|6|3|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|6
P12995|59|20|1|4|14|19|2|17|2|0|1|1|0|1|0|0|0|3|101
P12996|50|24|0|6|22|20|3|17|3|0|3|3|0|0|2|1|1|0|86
P12998|50|20|4|8|28|18|4|14|1|1|0|0|0|0|0|0|0|0|87
P12999|28|13|2|7|22|18|4|14|1|0|0|0|0|0|0|0|0|0|63
P13000|2|1|0|4|0|3|3|0|1|1|0|0|0|0|0|0|0|0|10
P13001|31|13|2|5|12|7|4|3|2|0|0|0|0|0|0|0|0|0|48
P13009|75|41|3|10|27|18|8|10|1|1|4|4|1|0|2|0|0|0|114
P13016|26|6|4|13|23|21|3|18|5|0|2|2|0|0|1|1|1|0|63
P13024|2|1|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|4
P13029|36|6|4|5|21|28|22|6|0|1|0|0|0|0|0|0|0|0|77
P13033|15|5|1|2|11|9|3|6|0|1|0|0|0|0|0|0|0|0|26
P13035|60|22|6|30|37|54|14|40|7|0|2|2|1|1|0|0|0|1|167
P13036|10|0|2|1|10|1|0|1|0|0|2|2|0|1|1|0|0|0|15
P13039|46|7|3|8|23|6|2|4|3|0|0|0|0|0|0|0|0|1|79
P13458|7|2|0|1|6|2|1|1|0|0|1|1|0|0|1|0|0|0|10
P13482|2|2|0|2|1|2|0|2|2|0|0|0|0|0|0|0|0|0|8
P13518|13|7|1|9|8|17|3|14|2|0|1|1|0|1|0|0|0|0|48
P13656|19|8|2|9|9|9|2|7|1|0|1|1|0|0|1|0|0|0|45
P13738|127|73|6|4|49|22|10|12|2|0|4|4|3|1|0|0|0|0|166
P13857|2|1|0|5|0|2|1|1|0|0|0|0|0|0|0|0|0|0|13
P14081|14|10|2|5|7|12|3|9|1|0|0|0|0|0|0|0|0|0|39
P14175|2|2|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|6
P14294|51|23|3|11|18|23|10|13|1|2|0|0|0|0|0|0|0|0|96
P14375|13|10|1|1|5|3|0|3|1|0|0|0|0|0|0|0|0|0|20
P14377|9|4|0|4|4|6|3|3|1|0|0|0|0|0|0|0|0|0|20
P14407|86|35|4|18|34|39|14|25|2|0|4|4|2|2|0|0|0|1|192
P14900|54|39|0|2|15|11|7|4|0|0|0|0|0|0|0|0|0|0|80
P15005|11|8|2|5|7|4|2|2|3|0|2|2|1|1|0|0|0|0|21
P15006|0|0|0|1|0|2|1|1|1|0|0|0|0|0|0|0|0|0|3
P15028|24|13|3|4|11|9|3|6|1|0|0|0|0|0|0|0|0|1|45
P15029|43|25|1|8|17|16|4|12|3|1|1|1|0|0|0|0|0|0|76
P15030|52|30|0|8|12|10|1|9|1|0|0|0|0|0|0|0|0|0|80
P15031|1|0|0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|5
P15032|19|11|0|2|7|13|9|4|1|1|0|0|0|0|0|0|0|0|34
P15034|13|3|1|5|11|13|6|7|0|0|0|0|0|0|0|0|0|0|34
P15038|34|18|3|6|21|9|1|8|1|0|1|1|1|0|0|0|0|1|63
P15042|6|5|0|6|3|10|4|6|1|0|0|0|0|0|0|0|0|0|31
P15043|19|6|4|25|17|26|5|21|2|2|3|3|0|1|2|0|0|0|87
P15047|13|8|0|1|4|2|0|2|1|0|0|0|0|0|0|0|0|0|20
P15067|33|18|4|24|17|27|10|17|2|0|1|1|0|0|1|0|0|0|96
P15078|265|137|9|14|84|49|16|33|3|1|3|3|2|0|0|1|1|0|421
P15082|11|5|0|0|2|4|0|4|0|0|0|0|0|0|0|0|0|0|20
P16432|23|10|2|3|12|10|7|3|0|0|1|1|1|0|0|0|0|0|40
P16433|22|7|0|0|8|6|6|0|0|0|0|0|0|0|0|0|0|0|28
P16456|88|49|2|17|17|32|10|22|4|2|2|2|0|1|0|1|1|0|174
P16525|14|7|1|10|8|4|0|4|2|0|1|1|1|0|0|0|0|0|32
P16659|61|39|0|16|8|28|17|11|1|0|2|2|0|0|1|1|1|0|125
P16676|17|4|1|3|13|8|2|6|0|0|0|0|0|0|0|0|0|1|36
P16677|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|1|7
P16678|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P16679|0|0|0|1|0|2|0|2|0|0|0|0|0|0|0|0|0|0|4
P16681|5|2|1|0|4|1|0|1|0|0|0|0|0|0|0|0|0|0|6
P16682|42|15|8|14|22|22|7|15|0|4|6|6|3|2|0|1|1|0|99
P16685|2|1|0|0|1|3|0|3|0|0|0|0|0|0|0|0|0|0|6
P16686|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P16687|30|11|0|9|12|33|15|18|6|0|1|1|0|0|1|0|0|2|86
P16688|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P16689|9|5|0|0|1|2|0|2|0|0|0|0|0|0|0|0|0|0|12
P16690|11|8|0|2|0|9|4|5|0|0|0|0|0|0|0|0|0|0|25
P16692|2|2|1|3|4|6|2|4|1|0|2|2|0|0|0|0|0|0|13
P16700|64|26|8|16|36|25|11|14|2|1|7|7|2|2|0|3|3|1|127
P16703|17|7|0|3|2|5|1|4|0|1|0|0|0|0|0|0|0|0|29
P16869|13|0|1|4|9|11|3|8|1|0|4|4|0|0|3|1|1|0|33
P16916|27|9|0|16|11|19|7|12|5|1|0|0|0|0|0|0|0|0|70
P16917|9|5|0|1|2|4|0|4|0|0|0|0|0|0|0|0|0|0|16
P16918|21|10|0|10|11|19|10|9|2|1|0|0|0|0|0|0|0|0|56
P16919|13|6|0|1|10|9|3|6|0|0|0|0|0|0|0|0|0|0|24
P16926|0|0|0|1|0|5|2|3|0|0|0|0|0|0|0|0|0|0|6
P17109|151|61|7|19|59|60|26|34|1|2|2|2|0|1|1|0|0|0|257
P17115|19|5|0|1|5|5|1|4|0|0|0|0|0|0|0|0|0|0|30
P17117|50|26|1|11|20|18|4|14|1|0|1|1|0|0|1|0|0|0|92
P17169|75|30|1|8|23|28|12|16|2|0|2|2|0|0|1|1|1|0|129
P17315|3|1|0|4|2|3|0|3|0|0|0|0|0|0|0|0|0|0|10
P17334|8|1|1|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|12
P17410|24|15|2|4|12|10|3|7|1|0|2|2|1|1|0|0|0|0|41
P17411|31|16|1|7|16|19|13|6|0|0|1|1|1|0|0|0|0|0|61
P17443|27|16|0|4|4|8|0|8|0|0|0|0|0|0|0|0|0|1|49
P17444|77|25|6|17|46|35|14|21|0|0|3|3|1|1|0|0|0|1|176
P17445|44|13|0|4|16|14|7|7|1|1|1|1|0|0|0|1|1|0|72
P17583|108|43|11|4|40|24|6|18|0|0|4|4|1|3|0|0|0|0|156
P17802|32|12|3|0|24|3|0|3|0|0|2|2|0|1|0|1|1|0|40
P17846|28|8|1|18|15|25|6|19|6|0|1|1|0|0|1|0|0|0|95
P17854|30|16|5|5|15|12|2|10|1|0|2|2|0|2|0|0|0|0|51
P17888|12|7|0|7|2|8|3|5|2|0|0|0|0|0|0|0|0|0|34
P17952|42|24|0|3|7|15|8|7|0|0|0|0|0|0|0|0|0|1|79
P17993|4|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|8
P17994|13|6|2|4|6|8|4|4|0|0|1|1|0|1|0|0|0|0|29
P18133|47|24|11|8|31|21|6|15|1|0|6|6|0|5|0|1|1|0|91
P18335|56|29|0|1|11|19|3|16|0|0|0|0|0|0|0|0|0|1|93
P18390|10|8|0|0|2|4|1|3|0|0|0|0|0|0|0|0|0|0|15
P18392|2|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P18393|6|4|2|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|6
P18775|212|61|15|58|112|125|35|90|13|1|14|14|1|2|5|6|6|3|473
P18776|19|4|0|1|10|2|0|2|0|0|1|1|0|0|0|1|1|0|27
P18777|8|8|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|10
P18811|23|14|0|5|7|11|2|9|0|1|1|1|0|0|1|0|0|1|42
P18843|38|23|0|7|10|6|5|1|0|1|0|0|0|0|0|0|0|0|52
P18956|62|25|2|8|23|16|4|12|0|0|3|3|0|2|1|0|0|0|117
P19318|53|9|7|10|25|21|5|16|1|0|2|2|0|2|0|0|0|0|107
P19319|386|95|41|109|233|229|76|153|17|4|20|20|5|9|3|2|2|7|913
P19323|4|2|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|5
P19624|33|14|0|3|10|23|9|14|0|0|0|0|0|0|0|0|0|0|68
P19636|34|20|1|7|6|12|8|4|0|1|0|0|0|0|0|0|0|0|57
P19642|6|3|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|12
P19769|20|14|2|1|10|5|0|5|0|0|2|2|0|2|0|0|0|0|32
P19926|41|10|3|4|22|18|9|9|1|0|2|2|0|0|1|1|1|0|88
P19930|10|5|0|0|3|13|13|0|0|0|0|0|0|0|0|0|0|0|26
P19931|25|7|1|0|14|13|6|7|0|0|1|1|0|0|1|0|0|0|50
P20083|15|8|0|2|2|8|1|7|0|0|1|1|0|0|1|0|0|0|29
P20099|237|83|25|70|137|144|50|94|12|0|11|11|1|4|3|3|3|2|561
P20966|22|12|1|1|9|9|3|6|0|0|1|1|0|0|0|0|0|0|33
P21151|60|24|2|15|29|41|18|23|2|0|1|1|1|0|0|0|0|0|143
P21156|23|10|4|11|15|22|17|5|3|0|1|1|0|1|0|0|0|0|72
P21165|12|4|1|4|6|7|0|7|0|0|1|1|0|1|0|0|0|0|30
P21169|55|18|8|18|38|35|12|23|1|1|5|5|2|2|0|1|1|0|131
P21170|77|35|4|15|39|37|24|13|2|0|2|2|0|2|0|0|0|0|147
P21177|24|9|6|4|17|6|1|5|1|0|2|2|2|0|0|0|0|0|50
P21179|51|25|4|20|28|61|28|33|1|1|2|2|1|0|0|1|1|0|151
P21189|80|34|9|9|52|39|14|25|1|1|7|7|4|3|0|0|0|0|139
P21338|12|8|0|1|3|4|4|0|0|0|0|0|0|0|0|0|0|0|21
P21345|103|62|4|8|43|13|6|7|0|0|3|3|2|1|0|0|0|0|143
P21362|17|14|0|13|4|11|3|8|0|0|0|0|0|0|0|0|0|0|45
P21363|12|4|1|14|5|7|2|5|1|1|2|2|0|1|1|0|0|1|39
P21367|34|21|2|8|17|15|8|7|0|1|0|0|0|0|0|0|0|0|59
P21369|14|3|2|2|8|5|4|1|0|0|1|1|0|0|1|0|0|0|23
P21437|14|8|0|1|1|4|4|0|0|0|0|0|0|0|0|0|0|0|24
P21499|44|20|3|14|21|38|16|22|1|1|3|3|0|1|0|1|1|2|119
P21503|111|39|2|2|45|6|2|4|0|0|2|2|0|1|1|0|0|0|149
P21507|11|7|0|12|7|13|3|10|3|1|0|0|0|0|0|0|0|1|40
P21514|3|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P21517|9|3|4|4|7|11|2|9|0|0|2|2|0|2|0|0|0|0|27
P21599|11|5|0|3|0|5|0|5|0|0|0|0|0|0|0|0|0|0|21
P21645|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P21693|34|9|1|18|8|20|5|15|5|1|0|0|0|0|0|0|0|1|93
P21829|8|0|2|8|8|7|1|6|0|0|0|0|0|0|0|0|0|0|28
P21865|23|17|0|2|3|7|0|7|0|0|0|0|0|0|0|0|0|0|35
P21888|53|23|6|19|27|32|8|24|5|0|4|4|0|3|0|1|1|1|124
P21889|33|23|1|11|13|13|2|11|1|0|1|1|1|0|0|0|0|0|64
P21893|46|23|0|2|4|4|2|2|0|1|0|0|0|0|0|0|0|0|58
P22106|36|17|4|15|27|35|13|22|3|2|0|0|0|0|0|0|0|0|95
P22186|16|12|0|0|5|7|3|4|0|0|0|0|0|0|0|0|0|0|25
P22188|54|21|2|6|17|8|3|5|0|2|2|2|0|1|0|1|1|0|83
