gene|ChapClass|source
P67910|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9C5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P15639|D|./Calloni_2012_DnaK_clients_Standardized.csv
P63020|D|./Calloni_2012_DnaK_clients_Standardized.csv
P45577|D|./Calloni_2012_DnaK_clients_Standardized.csv
P04825|D|./Calloni_2012_DnaK_clients_Standardized.csv
P17117|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AAC8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76536|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00448|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADY7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AA25|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8W2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9J6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9K3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACA3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00509|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37759|D|./Calloni_2012_DnaK_clients_Standardized.csv
P08178|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACP7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7R1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6V8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABP8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P02359|D|./Calloni_2012_DnaK_clients_Standardized.csv
P61949|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6K6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6W9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AB89|D|./Calloni_2012_DnaK_clients_Standardized.csv
P61889|D|./Calloni_2012_DnaK_clients_Standardized.csv
P26616|D|./Calloni_2012_DnaK_clients_Standardized.csv
P21599|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A836|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7V3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P21507|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6F1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AAI5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P24186|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AC13|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AG51|D|./Calloni_2012_DnaK_clients_Standardized.csv
P62399|D|./Calloni_2012_DnaK_clients_Standardized.csv
P26646|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00864|D|./Calloni_2012_DnaK_clients_Standardized.csv
P07395|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A972|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEZ9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6D3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AC33|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6T1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76268|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACF4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6E6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACD4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AG86|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGB3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P31554|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9B2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8J2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P25539|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7I7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P22634|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6Z1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8T7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACB0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77804|D|./Calloni_2012_DnaK_clients_Standardized.csv
P22524|D|./Calloni_2012_DnaK_clients_Standardized.csv
P68066|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACC7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABK2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABD5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFK9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23893|D|./Calloni_2012_DnaK_clients_Standardized.csv
P75818|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0C077|D|./Calloni_2012_DnaK_clients_Standardized.csv
P16659|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABU2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7J0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A705|D|./Calloni_2012_DnaK_clients_Standardized.csv
P60723|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00803|D|./Calloni_2012_DnaK_clients_Standardized.csv
P68919|D|./Calloni_2012_DnaK_clients_Standardized.csv
P16456|D|./Calloni_2012_DnaK_clients_Standardized.csv
P17993|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AAB6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P43341|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6D7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6M8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P04805|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A940|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A780|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A825|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23830|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFG3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P24173|D|./Calloni_2012_DnaK_clients_Standardized.csv
P60438|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7R5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEP3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P62620|D|./Calloni_2012_DnaK_clients_Standardized.csv
P21513|D|./Calloni_2012_DnaK_clients_Standardized.csv
P10443|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9P0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7W1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P06612|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGD7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6Q6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6B7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6P5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76014|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77775|D|./Calloni_2012_DnaK_clients_Standardized.csv
P16926|D|./Calloni_2012_DnaK_clients_Standardized.csv
P06710|D|./Calloni_2012_DnaK_clients_Standardized.csv
P16384|D|./Calloni_2012_DnaK_clients_Standardized.csv
P69924|D|./Calloni_2012_DnaK_clients_Standardized.csv
P20083|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00452|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00960|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00956|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6L2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P03007|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEK4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6K3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9H5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77488|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABS1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P24216|D|./Calloni_2012_DnaK_clients_Standardized.csv
P64624|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7Z4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A790|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A912|D|./Calloni_2012_DnaK_clients_Standardized.csv
P62672|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AED0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P69783|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6A8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76423|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8H6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7F3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P45578|D|./Calloni_2012_DnaK_clients_Standardized.csv
P21645|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A991|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AES9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9W3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEQ3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFD6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P35340|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABD8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77735|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8F0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0C0V0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACK5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P30126|D|./Calloni_2012_DnaK_clients_Standardized.csv
P64463|D|./Calloni_2012_DnaK_clients_Standardized.csv
Q2M7R5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9U3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8J4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AE72|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23917|D|./Calloni_2012_DnaK_clients_Standardized.csv
P18196|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23847|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A910|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGG8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23839|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADK0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACC3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AD33|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGB6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P17115|D|./Calloni_2012_DnaK_clients_Standardized.csv
P31550|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFP6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A800|D|./Calloni_2012_DnaK_clients_Standardized.csv
P24251|D|./Calloni_2012_DnaK_clients_Standardized.csv
P21169|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AF08|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABT2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFT5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9J8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77580|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6P9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P51025|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0C8J6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AB80|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGE0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P69776|D|./Calloni_2012_DnaK_clients_Standardized.csv
P24174|D|./Calloni_2012_DnaK_clients_Standardized.csv
P36566|D|./Calloni_2012_DnaK_clients_Standardized.csv
P18776|D|./Calloni_2012_DnaK_clients_Standardized.csv
P29745|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AE08|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AD61|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76361|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23894|D|./Calloni_2012_DnaK_clients_Standardized.csv
P60757|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23003|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8G6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P39401|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A917|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8J8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P26612|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A734|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABA6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P65556|D|./Calloni_2012_DnaK_clients_Standardized.csv
P67095|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7H6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P67087|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7J7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P30136|D|./Calloni_2012_DnaK_clients_Standardized.csv
P18133|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AC16|D|./Calloni_2012_DnaK_clients_Standardized.csv
P25665|D|./Calloni_2012_DnaK_clients_Standardized.csv
P33221|D|./Calloni_2012_DnaK_clients_Standardized.csv
P69913|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABB4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P39399|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76569|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00894|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7L0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P22106|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9B6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7D7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AB28|D|./Calloni_2012_DnaK_clients_Standardized.csv
P15254|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9T0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P11458|D|./Calloni_2012_DnaK_clients_Standardized.csv
P25746|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEZ1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACP1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P75959|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6Y5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P29131|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AB43|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AF28|D|./Calloni_2012_DnaK_clients_Standardized.csv
P09832|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A998|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76641|D|./Calloni_2012_DnaK_clients_Standardized.csv
P27833|D|./Calloni_2012_DnaK_clients_Standardized.csv
P08245|D|./Calloni_2012_DnaK_clients_Standardized.csv
P24232|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37342|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFI7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADE8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P30744|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7D4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P69428|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00370|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFG8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P33940|D|./Calloni_2012_DnaK_clients_Standardized.csv
P08839|D|./Calloni_2012_DnaK_clients_Standardized.csv
P75949|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8R0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76576|D|./Calloni_2012_DnaK_clients_Standardized.csv
P09162|D|./Calloni_2012_DnaK_clients_Standardized.csv
P39180|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AB26|D|./Calloni_2012_DnaK_clients_Standardized.csv
P07001|D|./Calloni_2012_DnaK_clients_Standardized.csv
P25894|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8A4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37195|D|./Calloni_2012_DnaK_clients_Standardized.csv
P75796|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0C079|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADS2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACK2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFM6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADP9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8N0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6E4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFG0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P39831|D|./Calloni_2012_DnaK_clients_Standardized.csv
P24203|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AG16|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7B5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P18335|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AAZ4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9H7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0DMC7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77376|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9Q5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P30139|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7M9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6Y1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P66948|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7G2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6H5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P52108|D|./Calloni_2012_DnaK_clients_Standardized.csv
Q46868|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9Q7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEE1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AA99|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A951|D|./Calloni_2012_DnaK_clients_Standardized.csv
P69425|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37903|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9G4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P12995|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37313|D|./Calloni_2012_DnaK_clients_Standardized.csv
P09549|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABE2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P36771|D|./Calloni_2012_DnaK_clients_Standardized.csv
P09373|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23843|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEB2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6C8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7E1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00934|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABB0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P42626|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AF63|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A905|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9E5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P60720|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00363|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37747|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEU7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P12996|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A744|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6Z3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8V6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGE9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P39407|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABK5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37647|D|./Calloni_2012_DnaK_clients_Standardized.csv
P09053|D|./Calloni_2012_DnaK_clients_Standardized.csv
P30178|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37013|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFR4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P08390|D|./Calloni_2012_DnaK_clients_Standardized.csv
P33136|D|./Calloni_2012_DnaK_clients_Standardized.csv
P27247|D|./Calloni_2012_DnaK_clients_Standardized.csv
P75728|D|./Calloni_2012_DnaK_clients_Standardized.csv
P09151|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACZ4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37147|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76658|D|./Calloni_2012_DnaK_clients_Standardized.csv
P62768|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADQ2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P36979|D|./Calloni_2012_DnaK_clients_Standardized.csv
P16095|D|./Calloni_2012_DnaK_clients_Standardized.csv
P09546|D|./Calloni_2012_DnaK_clients_Standardized.csv
P07003|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77756|D|./Calloni_2012_DnaK_clients_Standardized.csv
P15005|D|./Calloni_2012_DnaK_clients_Standardized.csv
P27127|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABF6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23836|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6H1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9L5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9K7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7C2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8N3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P25397|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37750|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AAY6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABJ1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGK8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A725|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A729|D|./Calloni_2012_DnaK_clients_Standardized.csv
P24242|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AAG0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AD59|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0DTT0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P75960|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76403|D|./Calloni_2012_DnaK_clients_Standardized.csv
P69874|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77499|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADA5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P43672|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACL2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACN7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P06989|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADW8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P64581|D|./Calloni_2012_DnaK_clients_Standardized.csv
P75863|D|./Calloni_2012_DnaK_clients_Standardized.csv
P28635|D|./Calloni_2012_DnaK_clients_Standardized.csv
P05852|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AAC0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P63284|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACB7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7A5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A786|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABH9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGJ5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AA16|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77302|D|./Calloni_2012_DnaK_clients_Standardized.csv
P14175|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFK0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AAJ5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P08506|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9M8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8W8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AD70|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AAT9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P77316|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFB8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P05041|D|./Calloni_2012_DnaK_clients_Standardized.csv
P30177|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9F3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P64574|D|./Calloni_2012_DnaK_clients_Standardized.csv
P06616|D|./Calloni_2012_DnaK_clients_Standardized.csv
P61517|D|./Calloni_2012_DnaK_clients_Standardized.csv
P02929|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABS5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9A6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9V1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEZ3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8V2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P76027|D|./Calloni_2012_DnaK_clients_Standardized.csv
P10441|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8M3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P38684|D|./Calloni_2012_DnaK_clients_Standardized.csv
P75957|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23331|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A887|D|./Calloni_2012_DnaK_clients_Standardized.csv
P21367|D|./Calloni_2012_DnaK_clients_Standardized.csv
P05052|D|./Calloni_2012_DnaK_clients_Standardized.csv
P10442|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACB4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P25534|D|./Calloni_2012_DnaK_clients_Standardized.csv
P68398|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFX4|D|./Calloni_2012_DnaK_clients_Standardized.csv
Q46864|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEI4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9X4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9R7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFZ3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37351|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACE3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P40191|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00963|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AD96|D|./Calloni_2012_DnaK_clients_Standardized.csv
P05100|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37052|D|./Calloni_2012_DnaK_clients_Standardized.csv
P10346|D|./Calloni_2012_DnaK_clients_Standardized.csv
P02930|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7G6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADA3|D|./Calloni_2012_DnaK_clients_Standardized.csv
