organism,gene,<pLDDT>,std
Ecoli,P64578,95.06894230769232,9.246698362770152
Ecoli,P64581,70.2148514851485,10.759425121182794
Ecoli,P64585,74.4147014925373,13.519769642251678
Ecoli,P64588,78.36980676328503,23.361468647196904
Ecoli,P64590,95.22090909090907,5.478154813921313
Ecoli,P64592,91.1366949152542,9.057564406324689
Ecoli,P64594,91.14,9.14154999787434
Ecoli,P64596,90.01534031413614,14.978710957630804
Ecoli,P64599,88.17965517241383,13.09870459053335
Ecoli,P64602,93.0793814432989,6.3772981407607485
Ecoli,P64604,84.69978142076506,19.627765878847395
Ecoli,P64606,88.16653846153844,7.993091508540692
Ecoli,P64610,90.0570952380953,11.9216662562019
Ecoli,P64612,89.23634666666663,13.860438751586797
Ecoli,P64614,76.92850574712641,13.5716624591514
Ecoli,P64616,96.173,3.0064857484371283
Ecoli,P64619,74.37305084745765,17.06917156194096
Ecoli,P64622,72.38972602739726,10.40719166159168
Ecoli,P64624,86.2475833333333,16.595483873423383
Ecoli,P64627,71.78654545454545,10.93258436022281
Ecoli,P64631,96.78829059829054,3.55111834812503
Ecoli,P64634,84.05307262569833,11.009360722578998
Ecoli,P64636,97.03162162162162,2.6606679851308157
Ecoli,P64638,78.57051282051283,16.258458066845517
Ecoli,P64646,69.2556140350877,5.792320692859281
Ecoli,P65290,65.2297674418605,13.728266966351036
Ecoli,P65292,86.05226666666665,11.457671150611525
Ecoli,P65294,83.4977777777778,13.14450246535518
Ecoli,P65298,89.94188235294116,9.60927046188672
Ecoli,P65367,92.69281879194624,4.000770744626123
Ecoli,P65556,92.93594444444442,13.79760630194891
Ecoli,P65643,91.70644194756564,7.495437393660582
Ecoli,P65807,97.2966253101738,4.492428979962239
Ecoli,P65870,98.18735537190082,3.06721177085387
Ecoli,P66817,97.15188775510202,5.836075789437123
Ecoli,P66899,97.00690954773864,4.2624682314334255
Ecoli,P66948,88.28367556468176,17.47880457247669
Ecoli,P67080,95.86290598290604,7.988520135070434
Ecoli,P67087,94.11783216783216,9.470361431864893
Ecoli,P67095,97.84364130434788,2.801005894944054
Ecoli,P67127,86.50274261603381,10.941948992401624
Ecoli,P67143,85.67467005076143,10.010573116945512
Ecoli,P67153,92.92269406392693,12.550217831888986
Ecoli,P67244,89.91274390243903,7.94214140858284
Ecoli,P67338,78.60152542372883,19.355035416608445
Ecoli,P67430,92.57804020100504,8.851485165017483
Ecoli,P67444,87.55620171673814,14.022953591114028
Ecoli,P67553,92.56059322033896,12.669249994013123
Ecoli,P67601,73.21927631578949,14.43493168552435
Ecoli,P67603,79.40009708737864,7.495185962465058
Ecoli,P67624,88.62805555555558,11.448748553503917
Ecoli,P67660,92.04862416107385,8.051905842990383
Ecoli,P67662,89.05258899676377,10.134704471322486
Ecoli,P67697,96.46876811594204,2.5633940512866555
Ecoli,P67699,94.23148936170216,10.318305253951184
Ecoli,P67701,94.02557971014484,4.546031398432082
Ecoli,P67729,91.515,10.331145766413808
Ecoli,P67762,94.85272108843546,9.476067064845331
Ecoli,P67826,97.27572580645165,2.748159552285474
Ecoli,P67910,98.16229032258066,2.827197217963612
Ecoli,P68066,91.0444881889764,7.9799405705621025
Ecoli,P68183,92.37641891891896,10.250780887204638
Ecoli,P68187,93.73711590296502,3.868575872729196
Ecoli,P68191,78.67733333333335,9.787739586964
Ecoli,P68206,88.32072463768115,13.623776670925286
Ecoli,P68398,96.9441916167664,6.251918060590438
Ecoli,P68567,94.913,8.151247769513574
Ecoli,P68644,94.84551401869167,5.972330551168471
Ecoli,P68646,95.1974736842105,6.295378583728335
Ecoli,P68661,94.91802083333329,5.872885722359946
Ecoli,P68679,87.68000000000002,8.279139065263479
Ecoli,P68688,86.4005882352941,6.213605063831572
Ecoli,P68699,91.1373417721519,6.148075279523297
Ecoli,P68739,96.11349775784755,4.514743794780185
Ecoli,P68767,96.38288270377733,4.544218427131136
Ecoli,P68919,96.50563829787237,2.351169721789759
Ecoli,P69054,95.84922480620156,6.607163438375061
Ecoli,P69210,91.74889908256884,9.83594357161244
Ecoli,P69212,89.62677685950413,13.241418503752936
Ecoli,P69222,86.72041666666665,10.42713985998664
Ecoli,P69228,82.05995833333336,15.914609260516908
Ecoli,P69330,89.60244897959184,9.684953937836212
Ecoli,P69346,96.5274698795181,2.9321548650620786
Ecoli,P69348,96.6872619047619,4.419571286898462
Ecoli,P69367,89.8168407960199,9.091921142925814
Ecoli,P69380,87.6372333333334,10.622561430538097
Ecoli,P69411,84.42253731343283,16.78228577846594
Ecoli,P69423,84.24569767441861,11.530099188816552
Ecoli,P69425,69.3888888888889,18.995579000716184
Ecoli,P69428,74.46325842696623,18.022108505960983
Ecoli,P69432,69.44868613138686,10.770291107324956
Ecoli,P69434,91.62788104089218,13.976488084562522
Ecoli,P69441,95.82672897196262,2.28109306299805
Ecoli,P69451,92.5063279857398,9.179558010522044
Ecoli,P69488,94.77205357142851,11.644577534690375
Ecoli,P69490,85.1044025157233,12.388545967299514
Ecoli,P69503,96.32464480874316,5.145204118427884
Ecoli,P69506,97.59040909090908,2.4806216808602075
Ecoli,P69681,95.03665887850477,10.048084757547135
Ecoli,P69739,90.56075268817206,12.82704987802127
Ecoli,P69741,88.61362903225809,15.268256162336517
Ecoli,P69776,84.51141025641026,14.40064312349109
Ecoli,P69783,92.7668047337278,14.801406353011185
Ecoli,P69786,90.35327044025162,9.935547777533474
Ecoli,P69789,83.64832298136646,13.244227301543026
Ecoli,P69791,89.73232758620688,12.44406369746155
Ecoli,P69795,95.52283018867924,6.053382300255859
Ecoli,P69797,86.88541795665634,14.983969743813438
Ecoli,P69801,85.25958646616542,12.272845883070124
Ecoli,P69805,85.80261484098935,12.152808406833678
Ecoli,P69808,90.35768518518525,7.226347959157348
Ecoli,P69811,91.88077127659577,8.721422523952306
Ecoli,P69816,94.61849056603774,5.080091514636406
Ecoli,P69820,95.28844155844156,5.824356843136843
Ecoli,P69822,91.38336633663369,5.933482152156176
Ecoli,P69824,93.32659863945575,5.695287286369657
Ecoli,P69826,87.13452380952377,10.60457316252709
Ecoli,P69828,94.83039999999993,7.74965632614333
Ecoli,P69829,90.93588957055218,13.598914280465085
Ecoli,P69831,88.79303769401331,9.200031131052024
Ecoli,P69853,94.80490196078432,8.685701259134886
Ecoli,P69856,89.49844537815123,19.972330536994157
Ecoli,P69874,89.54158730158728,13.337542594271952
Ecoli,P69902,97.96963942307691,2.226091373388925
Ecoli,P69908,95.97433476394848,8.029448915046997
Ecoli,P69910,96.21796137339066,9.913670619770777
Ecoli,P69913,89.68081967213115,9.07988937880943
Ecoli,P69922,97.86971235194592,4.834003369934817
Ecoli,P69924,93.21196808510622,14.338087403205495
Ecoli,P69931,91.1005579399141,12.242752858029124
Ecoli,P69937,91.32885714285716,4.925073132507194
Ecoli,P71229,78.97598507462683,16.438567269697632
Ecoli,P71237,94.3941234567901,4.809511926631719
Ecoli,P71238,85.85869135802464,10.582613601239307
Ecoli,P71239,91.8147177419355,9.091243744590516
Ecoli,P71241,83.61471982758613,13.749890905803705
Ecoli,P71242,93.79826291079812,6.843650378536871
Ecoli,P71243,95.9628325123153,3.26131476502628
Ecoli,P71244,92.80469827586204,16.186275366920896
Ecoli,P71296,80.0279929577464,20.68035951242944
Ecoli,P71297,63.81458904109586,18.70059379786526
Ecoli,P71298,88.53967811158805,14.720748783474749
Ecoli,P71301,86.54627551020408,16.492209660792053
Ecoli,P71311,94.80027027027027,6.8151033727308965
Ecoli,P75616,65.90244897959184,15.76673960195856
Ecoli,P75617,73.3416877637131,19.052948178228355
Ecoli,P75620,63.65625,14.27057553903408
Ecoli,P75672,81.63183333333332,14.056336470511162
Ecoli,P75675,81.85238636363638,19.806896984861236
Ecoli,P75676,89.78960526315788,15.417600668408124
Ecoli,P75677,90.0667088607595,14.117138853945123
Ecoli,P75678,89.85567944250872,10.297733122643407
Ecoli,P75679,75.84007462686566,17.34633543373082
Ecoli,P75680,82.98829787234044,17.53518205975401
Ecoli,P75681,80.87291666666667,16.473515026441348
Ecoli,P75682,98.17582781456952,5.124773922665433
Ecoli,P75683,89.97002173913043,9.841271292455122
Ecoli,P75684,82.0268382352941,18.266650289458152
Ecoli,P75685,95.25868020304574,4.960575769375946
Ecoli,P75687,83.39538461538463,19.2307334615052
Ecoli,P75688,62.92842857142858,14.618172705399877
Ecoli,P75691,97.45151862464184,3.369910040686232
Ecoli,P75692,61.5469135802469,9.564301248666714
Ecoli,P75693,80.75762331838567,14.066040528347218
Ecoli,P75694,79.85252747252746,14.876049605108234
Ecoli,P75697,92.91978260869568,10.151531623384084
Ecoli,P75704,92.18473118279572,5.198421719002559
Ecoli,P75711,59.730978260869584,13.967655420866064
Ecoli,P75712,91.56440082644625,10.536369178585064
Ecoli,P75713,97.19076628352492,3.0773209767023766
Ecoli,P75715,91.31082568807332,11.482233327748435
Ecoli,P75717,92.64379310344826,10.216732640245182
Ecoli,P75718,82.2927868852459,14.839235225217513
Ecoli,P75719,92.6990196078432,7.506201163143466
Ecoli,P75726,95.42352941176468,6.366496997080956
Ecoli,P75728,90.15948849104858,9.492441803917616
Ecoli,P75733,92.82256410256406,14.725527309284688
Ecoli,P75734,85.34953703703702,16.03605534668553
Ecoli,P75736,97.96003937007872,1.543646235132065
Ecoli,P75737,79.60060975609755,16.04161192158792
Ecoli,P75741,85.69764550264546,9.73665642398745
Ecoli,P75742,82.19194726166326,12.16173211569856
Ecoli,P75745,96.67112903225812,4.697826712647068
Ecoli,P75746,94.9966393442623,6.238076772591622
Ecoli,P75747,86.63247126436781,9.29511734926088
Ecoli,P75748,90.73390934844194,12.050451733577614
Ecoli,P75749,90.8854545454545,13.113718606958107
Ecoli,P75750,86.24803680981596,10.506505776448558
Ecoli,P75757,83.53555910543133,16.86892260717968
Ecoli,P75763,93.9141719077568,4.762894799585146
Ecoli,P75764,94.68151394422314,5.601976893769864
Ecoli,P75767,96.17632450331124,4.547348772810924
Ecoli,P75769,82.77113924050637,12.34055586087173
Ecoli,P75770,84.94471698113207,11.193819797078213
Ecoli,P75777,89.6288855421687,13.839510281882127
Ecoli,P75779,96.3604888888889,3.746836085269349
Ecoli,P75780,90.86247368421054,15.540884963856907
Ecoli,P75782,89.0175,14.041625569004816
Ecoli,P75783,81.64686909581644,15.84983855975128
Ecoli,P75785,92.00049335863376,12.036137874620035
Ecoli,P75788,89.61454301075266,8.222490894588509
Ecoli,P75791,95.936674584323,6.264156100341774
Ecoli,P75792,96.24771217712176,3.807131093670202
Ecoli,P75793,98.27671604938271,1.1986284675922998
Ecoli,P75794,96.97551839464889,3.367311480124268
Ecoli,P75796,88.2826805778491,11.232680595487828
Ecoli,P75797,93.39712890625005,10.885838625348676
Ecoli,P75798,90.7986274509803,6.511256121981674
Ecoli,P75799,91.0018151815182,10.252743865479264
Ecoli,P75800,83.80616368286452,12.28020851159692
Ecoli,P75801,87.6847963800905,9.595379595092815
Ecoli,P75804,95.81309973045828,10.534581550824422
Ecoli,P75806,96.4550505050505,2.228950413747284
Ecoli,P75809,95.79055350553504,4.941431443628638
Ecoli,P75810,91.27492537313424,12.855569446370344
Ecoli,P75811,92.33275280898874,8.395497037813206
Ecoli,P75817,95.52863999999994,3.430579506497408
Ecoli,P75818,82.26853801169588,16.210640490555953
Ecoli,P75820,95.3361956521739,11.275602478429937
Ecoli,P75821,93.67916913946593,6.784052640535161
Ecoli,P75822,89.39279411764707,9.488903867395395
Ecoli,P75823,98.6547447447447,0.732173331730682
Ecoli,P75824,91.0705900621118,9.60035897813043
Ecoli,P75825,97.3642,1.9939153798038127
Ecoli,P75826,90.35013377926418,8.67745859151867
Ecoli,P75828,85.09838768115938,15.463156999564532
Ecoli,P75829,88.96809090909093,18.193326973244115
Ecoli,P75830,90.5490026954178,10.578656196791345
Ecoli,P75831,86.54782407407421,9.815573103896632
Ecoli,P75835,89.08350840336121,9.121945055670356
Ecoli,P75836,88.47480132450328,12.221482705877568
Ecoli,P75838,96.08733788395897,3.62622337767691
Ecoli,P75839,88.02147826086956,8.3218692761619
Ecoli,P75843,94.66934146341472,9.263420208355738
Ecoli,P75849,97.12693023255814,7.294941214342574
Ecoli,P75851,89.653422053232,10.020604612829604
Ecoli,P75853,92.72501567398128,14.15729095091006
Ecoli,P75855,85.77145251396644,15.950721883866578
Ecoli,P75856,89.82622317596571,15.288067589734943
Ecoli,P75857,86.64452655889157,14.30617179173887
Ecoli,P75858,86.74508426966297,12.35706908832239
Ecoli,P75859,85.20588888888888,15.091297631743815
Ecoli,P75860,89.17836257309943,12.743826424536556
Ecoli,P75862,91.87933333333332,12.540957813854924
Ecoli,P75863,94.7359891598916,6.062127638151271
Ecoli,P75864,92.33609686609684,10.709300329175312
Ecoli,P75867,92.64448805460756,9.158218925351676
Ecoli,P75869,89.89196172248805,11.677156224499088
Ecoli,P75870,87.66153417015335,12.172918630919908
Ecoli,P75874,96.96423357664231,4.842476250578081
Ecoli,P75876,96.74315656565652,4.182262435153645
Ecoli,P75882,90.89826647564465,10.970623302629091
Ecoli,P75883,90.53616935483868,13.945110089447224
Ecoli,P75884,88.61065420560746,16.132040694071925
Ecoli,P75885,54.68089108910888,9.035550479815102
Ecoli,P75892,86.75015837104078,11.41702688601963
Ecoli,P75893,96.43457317073168,6.177521638837422
Ecoli,P75894,97.52632653061224,2.6635496446855065
Ecoli,P75895,96.85195488721806,7.147651747372995
Ecoli,P75897,95.86526086956528,8.640851340491214
Ecoli,P75898,92.83002617801051,13.45428615601367
Ecoli,P75905,89.62385487528348,9.362634356920482
Ecoli,P75906,93.51455357142868,9.498224776654023
Ecoli,P75908,85.3143805309734,13.95945951727674
Ecoli,P75910,90.06317073170729,7.964390163607491
Ecoli,P75913,98.48259615384625,0.7120541725182091
Ecoli,P75914,97.63624489795916,1.88609405840956
Ecoli,P75915,95.84130434782617,4.791456440417242
Ecoli,P75916,95.8053987730061,4.28640528178952
Ecoli,P75917,79.94834951456313,8.407346544342902
Ecoli,P75919,87.42059196617329,12.494352739919496
Ecoli,P75920,89.24088311688304,12.832681907317358
Ecoli,P75925,95.43882978723404,5.373119038795824
Ecoli,P75931,96.85315960912057,3.676411043421653
Ecoli,P75933,90.30438356164382,11.94496087785257
Ecoli,P75936,82.83748917748919,18.47698769321587
Ecoli,P75937,93.85323383084577,4.388612127769974
Ecoli,P75938,88.38884462151393,10.766359434732315
Ecoli,P75942,74.28348242811498,19.428013987263544
Ecoli,P75946,86.89471999999999,13.026961860756328
Ecoli,P75948,91.69080291970806,12.131917008627491
Ecoli,P75949,95.96545454545463,7.627785459122276
Ecoli,P75952,89.1770476190476,14.646778805549184
Ecoli,P75954,90.9323749999999,15.679129499413383
Ecoli,P75955,91.12910364145657,9.39802737409678
Ecoli,P75957,94.05068669527896,8.034647421331066
Ecoli,P75958,86.51417874396134,9.054280178066604
Ecoli,P75959,97.52716171617163,2.5211707945254345
Ecoli,P75960,90.2547670250896,14.352427911433352
Ecoli,P75961,76.0084351145038,14.526508101655718
Ecoli,P75962,75.7348366013072,13.389686310108418
Ecoli,P75966,88.20737327188938,17.49724281146962
Ecoli,P75967,90.09135746606331,12.125447455056666
Ecoli,P75968,91.4801282051282,8.051824737753241
Ecoli,P75969,92.76328,9.014621465981438
Ecoli,P75970,87.40839506172837,10.440249093191063
Ecoli,P75971,61.70427184466019,7.73680406182999
Ecoli,P75972,78.218407079646,19.99713614745304
Ecoli,P75973,76.67029411764706,15.619585459079724
Ecoli,P75974,86.73093750000005,12.68920834788734
Ecoli,P75975,96.13499999999996,3.519685010872077
Ecoli,P75976,83.57751351351351,19.244873021175504
Ecoli,P75977,60.330178571428576,16.900069155719812
Ecoli,P75978,88.7054725274725,10.290396042465211
Ecoli,P75979,75.16783333333335,9.71698823224334
Ecoli,P75980,78.76242038216556,17.794096437501413
Ecoli,P75981,93.25958174904932,5.8888402719907855
Ecoli,P75982,87.28149484536083,7.946018281398801
Ecoli,P75987,82.29345794392525,14.360405397578813
Ecoli,P75988,92.78567164179108,7.605219873548476
Ecoli,P75989,90.62053497942384,7.23454613216948
Ecoli,P75990,87.56513647642683,13.197573567072746
Ecoli,P75991,89.48410256410253,13.01914560943755
Ecoli,P75992,80.54100000000001,20.74320574442522
Ecoli,P75993,92.13602272727272,9.442935615842035
Ecoli,P75994,81.8737804878049,15.572220234282108
Ecoli,P75995,90.01642998027616,9.601734828277277
Ecoli,P76001,82.18442622950819,17.611306914257227
Ecoli,P76002,91.093984962406,15.305238424076215
Ecoli,P76004,97.22205479452056,2.9623703758262403
Ecoli,P76007,83.67145328719728,10.335941422298609
Ecoli,P76008,97.52499999999998,2.65285075065733
Ecoli,P76010,93.62106557377052,7.280071868157357
Ecoli,P76011,77.31988095238098,10.427096967819176
Ecoli,P76012,52.4545205479452,11.91990766502528
Ecoli,P76014,97.8198095238096,1.8555471435169897
Ecoli,P76015,97.65463483146064,3.2761025472899656
Ecoli,P76016,87.47594679186226,13.865637093989156
Ecoli,P76017,89.71297382198964,17.225021108942165
Ecoli,P76023,51.210000000000015,12.580172346344712
Ecoli,P76027,90.35448071216616,12.722065195212227
Ecoli,P76034,93.75024096385542,6.253405236378828
Ecoli,P76035,87.50176,16.33671144699569
Ecoli,P76037,85.80496746203904,14.085452805902776
Ecoli,P76038,95.94425196850388,7.337100203832493
Ecoli,P76041,96.12189624329154,3.656916790332673
Ecoli,P76042,93.25437209302324,12.664653924380938
Ecoli,P76043,95.8176,4.035527929350932
Ecoli,P76044,97.82935114503812,1.5783006003591675
Ecoli,P76045,87.38355481727572,19.46014933858981
Ecoli,P76046,89.3732688172042,12.01886148790191
Ecoli,P76049,97.9601960784313,1.569065735338927
Ecoli,P76052,97.07299376299363,2.486981943455016
Ecoli,P76053,86.5247593582888,12.842026441489278
Ecoli,P76055,87.4565273311897,16.00014988369484
Ecoli,P76056,91.6137712895377,7.594713690786185
Ecoli,P76057,87.25676056338027,13.301461084062876
Ecoli,P76061,84.53386363636365,11.0092981808992
Ecoli,P76062,84.00455696202533,14.879486031128655
Ecoli,P76063,80.50081632653064,15.866019566502224
Ecoli,P76064,87.2922857142858,14.683053659764042
Ecoli,P76065,76.4504210526315,19.62987684846425
Ecoli,P76066,74.51956989247311,22.04179226529958
Ecoli,P76068,92.12471264367814,8.713010332563448
Ecoli,P76069,89.42462184873948,8.737436001608922
Ecoli,P76071,92.95,6.852267995862141
Ecoli,P76072,80.6691428571429,15.90951376920266
Ecoli,P76073,84.3903896103896,10.651713409095386
Ecoli,P76076,90.95055555555555,14.568577540144744
Ecoli,P76077,96.80666666666656,2.485864026219063
Ecoli,P76078,90.31010526315792,10.037357535960805
Ecoli,P76079,98.01830645161291,1.812561999729003
Ecoli,P76080,90.59709090909092,10.756460159994724
Ecoli,P76081,92.04280898876404,10.122952864349994
Ecoli,P76082,97.56294117647056,2.5880433173009427
Ecoli,P76083,97.44370526315798,4.485719393982558
Ecoli,P76084,96.85064285714284,6.129658369729249
Ecoli,P76085,91.43839816933632,11.890523511570828
Ecoli,P76086,92.23253164556968,9.376564202787636
Ecoli,P76090,93.44726368159206,10.801668517470706
Ecoli,P76091,92.76540268456375,6.322598491402307
Ecoli,P76092,95.18497435897432,4.7840139468637615
Ecoli,P76093,94.469511627907,3.786501298966381
Ecoli,P76096,64.80799999999998,8.686604609187851
Ecoli,P76097,91.30821029082784,11.981984647004746
Ecoli,P76100,96.40533742331289,5.922371725021631
Ecoli,P76102,91.80871727748683,13.705186226624408
Ecoli,P76103,91.77989769820972,8.658301634951888
Ecoli,P76104,93.58491577335384,8.779049727619245
Ecoli,P76106,95.01948275862068,2.919689651914368
Ecoli,P76108,95.00821522309714,12.047770661700596
Ecoli,P76111,90.8937583892618,6.635800248267938
Ecoli,P76112,96.88936046511633,3.4479675759711865
Ecoli,P76113,96.46582608695658,4.277682356903776
Ecoli,P76114,93.8341628959276,11.37277541672864
Ecoli,P76115,92.588042857143,12.219203833001927
Ecoli,P76116,92.63963172804532,14.423966113657686
Ecoli,P76117,97.5038048780488,1.4695302587696584
Ecoli,P76118,67.65328571428574,10.557897615587324
Ecoli,P76119,87.52887096774195,8.343168318825523
Ecoli,P76121,96.86820105820112,3.242101503752435
Ecoli,P76122,34.42081081081081,6.142594477104394
Ecoli,P76123,84.41776729559741,12.590652706713373
Ecoli,P76127,82.98521126760564,16.830285148945116
Ecoli,P76128,94.00658914728686,11.72997526687216
Ecoli,P76129,87.90598247809757,9.395974000281228
Ecoli,P76134,94.67116883116871,6.718799014130074
Ecoli,P76135,85.82679841897233,15.560554354045838
Ecoli,P76136,89.16707692307692,6.657589705470782
Ecoli,P76137,90.21083769633512,10.12565102708703
Ecoli,P76138,67.83254237288138,10.59757960745472
Ecoli,P76141,92.59583596214512,11.46925896790094
Ecoli,P76142,94.67035294117646,11.753376781069578
Ecoli,P76143,96.4067010309278,7.683342680926179
Ecoli,P76145,94.55107142857142,7.149081251526639
Ecoli,P76146,94.46621710526315,4.815050878861323
Ecoli,P76147,87.92415873015871,11.04289858027184
Ecoli,P76148,96.47663865546218,5.430191243101573
Ecoli,P76149,98.36753246753256,1.973357274526978
Ecoli,P76150,54.11250673854445,22.72826968870282
Ecoli,P76154,79.05597402597405,15.187428264786194
Ecoli,P76155,95.20465968586386,4.546079234077525
Ecoli,P76156,91.44772058823531,12.664649269830232
Ecoli,P76157,86.84764705882354,7.600755532165617
Ecoli,P76158,85.22066666666665,8.82399903385619
Ecoli,P76159,94.31519774011302,9.88642035555714
Ecoli,P76160,85.0793203883495,16.901666676139723
Ecoli,P76161,90.08112000000008,7.309397810052482
Ecoli,P76162,86.13060171919767,12.178528662482988
Ecoli,P76163,40.886831683168325,4.2335779242830025
Ecoli,P76164,70.35551020408161,9.205040336513177
Ecoli,P76165,94.5975,5.692521775686648
Ecoli,P76168,87.56266331658288,12.761302801366003
Ecoli,P76169,86.73231481481486,6.520795169427758
Ecoli,P76170,83.63141592920354,14.371333860612856
Ecoli,P76172,73.90752475247525,18.35024225733417
Ecoli,P76173,93.29556338028172,9.799790312836311
Ecoli,P76175,92.5322009569378,10.267559539045584
Ecoli,P76176,89.74168498168495,15.705296116233074
Ecoli,P76177,80.42904458598724,16.116333914150793
Ecoli,P76180,88.51821917808218,8.706133854454972
Ecoli,P76182,85.13576704545454,10.335142084734068
Ecoli,P76185,90.7772280701754,9.448739990291
Ecoli,P76186,85.497447761194,9.739761078904182
Ecoli,P76187,98.27144295302008,1.5818955576998357
Ecoli,P76190,77.10494464944651,23.75056966294239
Ecoli,P76192,96.88419999999992,2.439579955648103
Ecoli,P76193,87.5985628742515,18.23415467569212
Ecoli,P76194,94.97202898550722,5.472990354408611
Ecoli,P76196,96.45593220338982,3.062669777317684
Ecoli,P76197,88.165,13.239373891525382
Ecoli,P76198,85.84009501187649,14.400155201410223
Ecoli,P76201,95.84913385826772,4.190227762141026
Ecoli,P76204,92.37354430379747,6.932966627388018
Ecoli,P76205,46.348535031847135,9.736253599799092
Ecoli,P76206,82.33960317460313,18.9787035368006
Ecoli,P76208,83.00584269662924,10.197901889190138
Ecoli,P76210,50.37520599250941,16.773401436324235
Ecoli,P76213,88.85925423728813,13.696172499598315
Ecoli,P76214,95.01319371727745,5.216672803663661
Ecoli,P76215,95.0396894409938,4.687385996607582
Ecoli,P76216,97.49765100671137,7.182411221000571
Ecoli,P76217,97.14831300813002,5.223433771518554
Ecoli,P76219,87.4225,12.453099373418542
Ecoli,P76220,90.45808888888894,17.261092160401567
Ecoli,P76221,77.55272340425522,13.461748875827212
Ecoli,P76222,94.61263736263736,9.769958533566816
Ecoli,P76223,93.81706185567008,10.930327601238709
Ecoli,P76224,90.04722113502942,7.647724122536463
Ecoli,P76226,86.64427184466024,15.734487142415489
Ecoli,P76227,75.98033333333335,16.143160123649203
Ecoli,P76228,88.41184971098264,10.287758623890085
Ecoli,P76230,88.77849673202617,10.503066909992745
Ecoli,P76231,85.81066666666666,9.054143164565296
Ecoli,P76234,96.1751408450705,5.9910954153591405
Ecoli,P76235,79.44175644028094,17.560886598708965
Ecoli,P76236,80.63429735234213,19.26404189275971
Ecoli,P76237,87.92874999999988,11.063983819295338
Ecoli,P76239,93.90323529411764,6.641481815780463
Ecoli,P76241,83.77747252747253,15.033910942508182
Ecoli,P76242,87.82134860050887,11.962428649696864
Ecoli,P76243,95.89113043478255,2.1229048045246226
Ecoli,P76245,90.69870967741934,7.692097447670031
Ecoli,P76249,85.88679245283026,10.817596038458072
Ecoli,P76250,90.56501628664492,9.597402721895618
Ecoli,P76251,97.4079778393352,3.107857891765513
Ecoli,P76254,93.3303426791277,7.04507128974481
Ecoli,P76256,94.12601731601728,11.094938500447151
Ecoli,P76257,88.62976415094336,7.483898319984851
Ecoli,P76261,88.37928571428574,13.409798272731766
Ecoli,P76264,84.3427127659575,14.549452449390357
Ecoli,P76268,91.65840304182512,11.440597037200256
Ecoli,P76269,87.57223194748359,9.36366976296094
Ecoli,P76270,94.31733333333334,10.159067669781116
Ecoli,P76272,84.1440136830102,11.25672354370398
Ecoli,P76273,94.55486430062632,7.328922822727919
Ecoli,P76275,84.17396825396821,14.840066694292709
Ecoli,P76278,93.46668965517244,4.856041818710523
Ecoli,P76280,90.18922018348626,11.110260066698906
Ecoli,P76290,93.84222672064772,8.614271294804952
Ecoli,P76291,97.30990712074303,2.885100884218172
Ecoli,P76296,79.57006172839505,18.28649297445608
Ecoli,P76297,92.48215384615384,12.690791269785128
Ecoli,P76298,87.08864161849715,11.75104421157176
Ecoli,P76299,85.17570680628273,10.160403040502432
Ecoli,P76308,87.1798130841122,12.2344783206374
Ecoli,P76316,98.12408536585367,2.5015211991477995
Ecoli,P76318,94.4590540540541,5.16467327195895
Ecoli,P76319,89.07786163522012,12.169566607001206
Ecoli,P76322,58.17025862068962,16.946534864055028
Ecoli,P76323,74.6805434782609,11.514373094012091
Ecoli,P76329,95.07531365313658,6.555565998891962
Ecoli,P76330,88.1879432624114,10.984342209891992
Ecoli,P76334,68.34959999999997,15.041724363915195
Ecoli,P76335,87.79608695652168,17.48763265477106
Ecoli,P76339,85.74694690265486,9.738827634137804
Ecoli,P76340,86.96636771300444,11.779673562031158
Ecoli,P76341,90.2322627737226,16.599380297671246
Ecoli,P76342,88.91431137724554,16.159059025749457
Ecoli,P76343,94.94099526066356,4.750772394669008
Ecoli,P76344,90.85569444444444,16.789857070376534
Ecoli,P76345,96.41113636363636,3.854602600616267
Ecoli,P76346,85.79211320754722,20.654702476731018
Ecoli,P76347,79.4146395250213,13.209303254514165
Ecoli,P76349,92.9018803418804,5.5347007009349465
Ecoli,P76350,85.3966210045661,13.927854617438047
Ecoli,P76352,79.14784277879335,19.96729636301339
Ecoli,P76356,66.45046153846157,17.003888327336213
Ecoli,P76359,61.35775423728813,22.420853140542405
Ecoli,P76361,85.6035882352941,11.917336879564916
Ecoli,P76362,91.67195945945949,7.178125146580972
Ecoli,P76364,89.63516393442622,16.60503716946623
Ecoli,P76369,88.67692556634306,12.691129560139986
Ecoli,P76372,88.8270858895706,13.95052987664801
Ecoli,P76373,95.36824742268038,5.572423959476058
Ecoli,P76387,84.35990277777779,15.067207055813965
Ecoli,P76389,80.30087286527512,15.23152320184534
Ecoli,P76393,88.4515432098765,10.943484268145372
Ecoli,P76394,88.76869281045754,20.004561561268364
Ecoli,P76395,95.14407114624508,7.454209810575267
Ecoli,P76396,89.41073059360731,13.745312539838125
Ecoli,P76397,86.64949397590365,18.282640248135245
Ecoli,P76398,88.45506730769227,8.251505398509021
Ecoli,P76399,86.9821073170731,8.89469231967322
Ecoli,P76402,91.60245454545456,3.853823411146069
Ecoli,P76403,84.14083885209715,16.86782303803499
Ecoli,P76406,79.5650476190476,17.655338279388396
Ecoli,P76407,88.38996655518395,14.664499154433692
