MQ_rankings:
       gene  traj       <Q>  MisfoldingProp  num_frames  num_misfolded_frames  Folded
375  P60546    26  0.864939        1.000000       26667                 26667    True
299  P0AA25    47  0.857698        0.999850       26667                 26663    True
418  P0AA25    49  0.856828        1.000000       26667                 26667    True
331  P0AA25    16  0.847401        1.000000       26667                 26667    True
417  P0AA25    48  0.845357        1.000000       26667                 26667    True
373  P60546    20  0.844789        1.000000       26667                 26667    True
335  P0AA25     1  0.843521        1.000000       26667                 26667    True
364  P0AA25    26  0.843173        1.000000       26667                 26667    True
366  P0AA25    11  0.837531        1.000000       26667                 26667    True
362  P0AA25    21  0.836739        1.000000       26667                 26667    True
328  P0A7J3    20  0.834307        1.000000       26667                 26667    True
315  P0AA25    43  0.833801        1.000000       26667                 26667    True
410  P65556    11  0.829135        1.000000       26667                 26667    True
354  P0A790    46  0.824648        1.000000       26667                 26667    True
404  P0A790     8  0.823869        1.000000       26667                 26667    True
419  P0AA25    31  0.823805        1.000000       26667                 26667    True
409  P0A790     2  0.823730        1.000000       26667                 26667    True
399  P0A790    18  0.823528        1.000000       26667                 26667    True
393  P0A790    12  0.821931        1.000000       26667                 26667    True
390  P0A790    25  0.820628        1.000000       26667                 26667    True
392  P0A790    11  0.820427        1.000000       26667                 26667    True
416  P0AA25    45  0.819713        1.000000       26667                 26667    True
357  P0A790    49  0.819450        1.000000       26667                 26667    True
370  P0A790    40  0.818494        1.000000       26667                 26667    True
402  P0A790     5  0.817918        1.000000       26667                 26667    True
401  P0A790     4  0.817849        1.000000       26667                 26667    True
307  P60546    41  0.817339        1.000000       26667                 26667    True
369  P0A790    39  0.817116        1.000000       26667                 26667    True
408  P0A790     1  0.816836        1.000000       26667                 26667    True
314  P0AA25    42  0.816565        1.000000       26667                 26667    True
318  P0AA25     8  0.816406        1.000000       26667                 26667    True
406  P0A790    10  0.816289        1.000000       26667                 26667    True
391  P0A790    26  0.816058        1.000000       26667                 26667    True
383  P0A790    34  0.813427        1.000000       26667                 26667    True
381  P0A790    32  0.813363        1.000000       26667                 26667    True
368  P0A790    38  0.813176        1.000000       26667                 26667    True
359  P0A790    35  0.813036        1.000000       26667                 26667    True
372  P0A790    42  0.812911        1.000000       26667                 26667    True
387  P0A790    22  0.812545        1.000000       26667                 26667    True
374  P60546    23  0.812301        1.000000       26667                 26667    True
361  P0AA25    17  0.811315        1.000000       26667                 26667    True
355  P0A790    47  0.810609        1.000000       26667                 26667    True
415  P60546    44  0.810290        1.000000       26667                 26667    True
397  P0A790    16  0.807958        1.000000       26667                 26667    True
295  P65556    35  0.807731        0.999663       26667                 26658    True
398  P0A790    17  0.804833        1.000000       26667                 26667    True
305  P60546    45  0.803902        1.000000       26667                 26667    True
302  P60546     3  0.802154        0.999925       26667                 26665    True
349  P0A7J3     9  0.800066        1.000000       26667                 26667    True
291  P65556     1  0.798787        0.998238       26667                 26620    True
306  P60546    38  0.798500        1.000000       26667                 26667    True
309  P0A6I0    46  0.790829        1.000000       26667                 26667    True
405  P0A790     9  0.787281        1.000000       26667                 26667    True
262  P0A6I0    20  0.787201        0.782803       26667                 20875    True
297  P60546    32  0.780257        0.999813       26667                 26662    True
376  P0A790    27  0.777877        1.000000       26667                 26667    True
377  P0A790    28  0.770651        1.000000       26667                 26667    True
386  P0A790    21  0.769738        1.000000       26667                 26667    True
365  P0AA25     9  0.768256        1.000000       26667                 26667    True
378  P0A790    29  0.767897        1.000000       26667                 26667    True
304  P60546    15  0.765434        0.999963       26667                 26666    True
330  P0A7J3    26  0.760783        1.000000       26667                 26667    True
336  P60438    48  0.758725        1.000000       26667                 26667    True
339  P60438    44  0.755618        1.000000       26667                 26667    True
332  P60438    13  0.754883        1.000000       26667                 26667    True
311  P65556    30  0.752777        1.000000       26667                 26667    True
LossGain_fractions:
       gene  traj  num_frames  Loss   Gain  Total  LossOverlap  GainOverlap  Total_Overlap  pureLoss_frames  pureGain_frames  bothLossGain_frames  FracLoss  FracGain  FracOverlap  CondLossOverlap  CondGainOverlap  LossNoOverlap  GainNoOverlap  TotalNoOverlap  FracLossNoOverlap  FracGainNoOverlap
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P65556_2FKB_A/setup/P65556_2FKB_A_rebuilt_clean_ca.psf
Frame -2232 successfully saved to ./highQ_Misfoled_Candidates/P65556_t11_f-2232_Q0.938.pdb.
frame: 24435
frame_EntInfo:
            Time(ns)  Frame    i    j       gn   Gn   crossingsN       gc   Gc crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
2901417  1832.700039  24435    9   75  0.00000  0.0            0 -1.03933 -1.0       -136    NoChange  GainChiral  99.00000   1.01662               1               1    5
2901418  1832.700039  24435   10   75  0.00000  0.0            0 -1.04038 -1.0       -136    NoChange  GainChiral  99.00000   1.02348               1               1    5
2901419  1832.700039  24435   10   76  0.00000  0.0            0 -1.04384 -1.0       -136    NoChange  GainChiral  99.00000   1.01173               1               1    5
2901420  1832.700039  24435   11   73  0.00001  0.0            0 -1.00469 -1.0       -136    NoChange  GainChiral  99.00000   1.06199               1               1    5
2901421  1832.700039  24435   11   74  0.00166  0.0            0 -1.02556 -1.0       -136    NoChange  GainChiral  99.00000   1.03467               1               1    5
2901422  1832.700039  24435   11   75  0.00214  0.0            0 -1.05428 -1.0       -136    NoChange  GainChiral  99.00000   1.02585               1               1    5
2901423  1832.700039  24435   11   76 -0.00010 -0.0            0 -1.05634 -1.0       -136    NoChange  GainChiral  99.00000   1.01248               1               1    5
2901424  1832.700039  24435   12   74 -0.00176 -0.0            0 -1.02584 -1.0       -136    NoChange  GainChiral  99.00000   1.04520               1               1    5
2901425  1832.700039  24435   12   75 -0.00420 -0.0            0 -1.05471 -1.0       -136    NoChange  GainChiral  99.00000   1.03543               1               1    5
2901426  1832.700039  24435   12   76 -0.01218 -0.0            0 -1.05970 -1.0       -136    NoChange  GainChiral  99.00000   1.02101               1               1    5
2901427  1832.700039  24435   12   77 -0.00625 -0.0            0 -1.07939 -1.0       -136    NoChange  GainChiral  99.00000   1.01348               1               1    5
2901428  1832.700039  24435   23   76 -0.74704 -1.0          -11 -1.05747 -1.0       -136    NoChange  GainChiral  99.00000   1.02479               1               1    4
2901429  1832.700039  24435   33  111 -0.05781 -0.0            0 -1.52007 -1.0  -117,-136    NoChange  GainChiral  99.00000   0.99443               1               2    6
2901430  1832.700039  24435   33  113 -0.06388 -0.0            0 -1.41058 -1.0       -136    NoChange  GainChiral  99.00000   1.02014               1               1    5
2901431  1832.700039  24435   34  113 -0.06656 -0.0            0 -1.41877 -1.0       -136    NoChange  GainChiral  99.00000   1.02867               1               1    5
2901432  1832.700039  24435   35  112 -0.04470 -0.0            0 -1.36956 -1.0       -136    NoChange  GainChiral  99.00000   1.00957               1               1    5
2901433  1832.700039  24435   35  113 -0.02941 -0.0            0 -1.42725 -1.0       -136    NoChange  GainChiral  99.00000   1.03367               1               1    5
2901434  1832.700039  24435   35  114 -0.02993 -0.0            0 -1.28024 -1.0       -136    NoChange  GainChiral  99.00000   1.04632               1               1    5
2901435  1832.700039  24435   35  115 -0.04789 -0.0            0 -1.25023 -1.0       -136    NoChange  GainChiral  99.00000   1.03502               1               1    5
2901436  1832.700039  24435   36   74 -0.02117 -0.0            0 -1.06318 -1.0       -136    NoChange  GainChiral  99.00000   1.03571               1               1    5
2901437  1832.700039  24435   36  113 -0.02475 -0.0            0 -1.43782 -1.0       -136    NoChange  GainChiral  99.00000   1.03236               1               1    5
2901438  1832.700039  24435   36  114 -0.02508 -0.0            0 -1.29197 -1.0       -136    NoChange  GainChiral  99.00000   1.04520               1               1    5
2901439  1832.700039  24435   36  115 -0.04421 -0.0            0 -1.26271 -1.0       -136    NoChange  GainChiral  99.00000   1.03418               1               1    5
2901440  1832.700039  24435   37   74  0.01199  0.0            0 -1.06713 -1.0       -136    NoChange  GainChiral  99.00000   1.00473               1               1    5
2901441  1832.700039  24435   37  114  0.01095  0.0            0 -1.30255 -1.0       -136    NoChange  GainChiral  99.00000   1.04104               1               1    5
2901442  1832.700039  24435   37  115 -0.00950 -0.0            0 -1.27428 -1.0       -136    NoChange  GainChiral  99.00000   1.03038               1               1    5
2901443  1832.700039  24435   37  116  0.00931  0.0            0 -1.18416 -1.0       -136    NoChange  GainChiral  99.00000   1.05417               1               1    5
2901444  1832.700039  24435   37  117  0.00345  0.0            0 -1.14185 -1.0       -136    NoChange  GainChiral  99.00000   0.98162               1               1    5
2901445  1832.700039  24435   38   72  0.03360  0.0            0 -1.04472 -1.0       -136    NoChange  GainChiral  99.00000   1.00185               1               1    5
2901446  1832.700039  24435   38   73  0.02299  0.0            0 -1.09800 -1.0       -136    NoChange  GainChiral  99.00000   1.00904               1               1    5
2901447  1832.700039  24435   38   74 -0.02758 -0.0            0 -1.11912 -1.0       -136    NoChange  GainChiral  99.00000   0.98283               1               1    5
2901448  1832.700039  24435   38  114 -0.01885 -0.0            0 -1.31777 -1.0       -136    NoChange  GainChiral  99.00000   1.02399               1               1    5
2901449  1832.700039  24435   38  115 -0.04017 -0.0            0 -1.28865 -1.0       -136    NoChange  GainChiral  99.00000   1.01397               1               1    5
2901450  1832.700039  24435   38  116 -0.01969 -0.0            0 -1.19936 -1.0       -136    NoChange  GainChiral  99.00000   1.03849               1               1    5
2901451  1832.700039  24435   38  117 -0.02564 -0.0            0 -1.15664 -1.0       -136    NoChange  GainChiral  99.00000   0.96619               1               1    5
2901452  1832.700039  24435   39   71  0.02185  0.0            0 -1.03805 -1.0       -136    NoChange  GainChiral  99.00000   1.03034               1               1    5
2901453  1832.700039  24435   39   72  0.02230  0.0            0 -1.08695 -1.0       -136    NoChange  GainChiral  99.00000   1.00060               1               1    5
2901454  1832.700039  24435   39   73  0.00858  0.0            0 -1.14857 -1.0       -136    NoChange  GainChiral  99.00000   1.00836               1               1    5
2901455  1832.700039  24435   39   74 -0.04127 -0.0            0 -1.17520 -1.0       -136    NoChange  GainChiral  99.00000   0.98294               1               1    5
2901456  1832.700039  24435   39   80 -0.08277 -0.0            0 -1.14890 -1.0       -136    NoChange  GainChiral  99.00000   0.96352               1               1    5
2901457  1832.700039  24435   39   83 -0.06482 -0.0            0 -1.10720 -1.0       -136    NoChange  GainChiral  99.00000   0.98555               1               1    5
2901458  1832.700039  24435   39   84 -0.05004 -0.0            0 -1.09524 -1.0       -136    NoChange  GainChiral  99.00000   0.98270               1               1    5
2901459  1832.700039  24435   39  116 -0.04328 -0.0            0 -1.22214 -1.0       -136    NoChange  GainChiral  99.00000   1.02893               1               1    5
2901460  1832.700039  24435   39  117 -0.04967 -0.0            0 -1.17994 -1.0       -136    NoChange  GainChiral  99.00000   0.95664               1               1    5
2901461  1832.700039  24435   39  118 -0.03576 -0.0            0 -1.12343 -1.0       -136    NoChange  GainChiral  99.00000   0.97482               1               1    5
2901462  1832.700039  24435   39  119 -0.03271 -0.0            0 -1.08173 -1.0       -136    NoChange  GainChiral  99.00000   0.98295               1               1    5
2901463  1832.700039  24435   40   69  0.02033  0.0            0 -0.97117 -1.0       -136    NoChange  GainChiral  99.00000   1.01242               1               1    5
2901464  1832.700039  24435   40   70  0.01816  0.0            0 -1.05755 -1.0       -137    NoChange  GainChiral  99.00000   1.01996               1               1    5
2901465  1832.700039  24435   40   71  0.00404  0.0            0 -1.11900 -1.0       -137    NoChange  GainChiral  99.00000   1.00542               1               1    5
2901466  1832.700039  24435   40   72  0.00398  0.0            0 -1.16898 -1.0       -136    NoChange  GainChiral  99.00000   0.97667               1               1    5
2901467  1832.700039  24435   40   84 -0.08303 -0.0            0 -1.15450 -1.0       -136    NoChange  GainChiral  99.00000   0.96314               1               1    5
2901468  1832.700039  24435   40  116 -0.08726 -0.0            0 -1.25599 -1.0       -136    NoChange  GainChiral  99.00000   1.00710               1               1    5
2901469  1832.700039  24435   40  117 -0.09502 -0.0            0 -1.21220 -1.0       -136    NoChange  GainChiral  99.00000   0.93685               1               1    5
2901470  1832.700039  24435   40  118 -0.08012 -0.0            0 -1.15493 -1.0       -136    NoChange  GainChiral  99.00000   0.95580               1               1    5
2901471  1832.700039  24435   40  119 -0.07768 -0.0            0 -1.11187 -1.0       -136    NoChange  GainChiral  99.00000   0.96444               1               1    5
2901472  1832.700039  24435   41   69  0.01505  0.0            0 -1.01855 -1.0       -136    NoChange  GainChiral  99.00000   1.02944               1               1    5
2901473  1832.700039  24435   41   70  0.00999  0.0            0 -1.10671 -1.0       -136    NoChange  GainChiral  99.00000   1.03690               1               1    5
2901474  1832.700039  24435   41   71 -0.00531 -0.0            0 -1.16930 -1.0       -136    NoChange  GainChiral  99.00000   1.02116               1               1    5
2901475  1832.700039  24435   41   84 -0.11232 -0.0            0 -1.17310 -1.0       -136    NoChange  GainChiral  99.00000   0.97602               1               1    5
2901476  1832.700039  24435   41   88 -0.08351 -0.0            0 -1.16808 -1.0       -136    NoChange  GainChiral  99.00000   1.02417               1               1    5
2901477  1832.700039  24435   41  118 -0.10698 -0.0            0 -1.19532 -1.0       -136    NoChange  GainChiral  99.00000   0.94114               1               1    5
2901478  1832.700039  24435   41  119 -0.10553 -0.0            0 -1.15231 -1.0       -136    NoChange  GainChiral  99.00000   0.94851               1               1    5
2901479  1832.700039  24435   41  120 -0.09739 -0.0            0 -1.13790 -1.0       -136    NoChange  GainChiral  99.00000   1.04908               1               1    5
2901480  1832.700039  24435   41  121 -0.09462 -0.0            0 -1.12863 -1.0       -136    NoChange  GainChiral  99.00000   1.06561               1               1    5
2901481  1832.700039  24435   42   68  0.02069  0.0            0 -1.05774 -1.0       -136    NoChange  GainChiral  99.00000   0.99198               1               1    5
2901482  1832.700039  24435   42   69  0.00903  0.0            0 -1.10542 -1.0       -136    NoChange  GainChiral  99.00000   0.98480               1               1    5
2901483  1832.700039  24435   42   70 -0.00079 -0.0            0 -1.19326 -1.0       -136    NoChange  GainChiral  99.00000   0.99213               1               1    5
2901484  1832.700039  24435   42  119 -0.17595 -0.0            0 -1.20885 -1.0       -136    NoChange  GainChiral  99.00000   0.91861               1               1    5
2901485  1832.700039  24435   42  120 -0.16767 -0.0            0 -1.19100 -1.0       -136    NoChange  GainChiral  99.00000   1.01733               1               1    5
2901486  1832.700039  24435   42  121 -0.16588 -0.0            0 -1.18067 -1.0       -136    NoChange  GainChiral  99.00000   1.03614               1               1    5
2901487  1832.700039  24435   43   69  0.00778  0.0            0 -1.10682 -1.0       -136    NoChange  GainChiral  99.00000   0.99572               1               1    5
2901488  1832.700039  24435   43  120 -0.19537 -0.0            0 -1.22688 -1.0       -136    NoChange  GainChiral  99.00000   1.00443               1               1    5
2901489  1832.700039  24435   43  121 -0.19272 -0.0            0 -1.21860 -1.0       -136    NoChange  GainChiral  99.00000   1.02552               1               1    5
2901490  1832.700039  24435   43  122 -0.18695 -0.0            0 -1.15232 -1.0       -136    NoChange  GainChiral  99.00000   1.11661               1               1    5
2901491  1832.700039  24435   43  123 -0.18563 -0.0            0 -1.10300 -1.0       -136    NoChange  GainChiral  99.00000   1.07771               1               1    5
2901492  1832.700039  24435   44  121 -0.25898 -0.0            0 -1.26706 -1.0       -136    NoChange  GainChiral  99.00000   0.98132               1               1    5
2901493  1832.700039  24435   44  122 -0.25318 -0.0            0 -1.19551 -1.0       -136    NoChange  GainChiral  99.00000   1.06811               1               1    5
2901494  1832.700039  24435   44  123 -0.25238 -0.0            0 -1.14232 -1.0       -136    NoChange  GainChiral  99.00000   1.02903               1               1    5
2901495  1832.700039  24435   45  122 -0.17505 -0.0            0 -1.22662 -1.0       -136    NoChange  GainChiral  99.00000   1.02152               1               1    5
2901496  1832.700039  24435   45  123 -0.17266 -0.0            0 -1.17262 -1.0       -136    NoChange  GainChiral  99.00000   0.98432               1               1    5
2901497  1832.700039  24435   45  124 -0.16720 -0.0            0 -1.05603 -1.0       -136    NoChange  GainChiral  99.00000   0.93799               1               1    5
2901498  1832.700039  24435   46  122 -0.27665 -0.0            0 -1.25723 -1.0       -136    NoChange  GainChiral  99.00000   1.01208               1               1    5
2901499  1832.700039  24435   46  123 -0.27419 -0.0            0 -1.20243 -1.0       -136    NoChange  GainChiral  99.00000   0.97307               1               1    5
2901500  1832.700039  24435   50   68 -0.00724 -0.0            0 -1.15352 -1.0       -136    NoChange  GainChiral  99.00000   0.95313               1               1    5
2901501  1832.700039  24435   51   68  0.07749  0.0            0 -1.07321 -1.0       -136    NoChange  GainChiral  99.00000   0.98076               1               1    5
2901502  1832.700039  24435   52   66  0.03393  0.0            0 -1.16369 -1.0       -136    NoChange  GainChiral  99.00000   0.96711               1               1    5
2901503  1832.700039  24435   52   67  0.02615  0.0            0 -1.06140 -1.0       -136    NoChange  GainChiral  99.00000   0.97646               1               1    5
2901504  1832.700039  24435   52   68  0.05832  0.0            0 -0.96417 -1.0       -136    NoChange  GainChiral  99.00000   1.00647               1               1    5
2901505  1832.700039  24435   52   69  0.03204  0.0            0 -1.01379 -1.0       -136    NoChange  GainChiral  99.00000   0.99887               1               1    5
2901506  1832.700039  24435   53   66  0.07482  0.0            0 -1.10147 -1.0       -136    NoChange  GainChiral  99.00000   0.98123               1               1    5
2901507  1832.700039  24435   53   67  0.06866  0.0            0 -0.99917 -1.0       -136    NoChange  GainChiral  99.00000   0.99173               1               1    5
2901508  1832.700039  24435   53   68  0.10257  0.0            0 -0.90282 -1.0       -136    NoChange  GainChiral  99.00000   1.02099               1               1    5
2901509  1832.700039  24435   54   65  0.05967  0.0            0 -1.06963 -1.0       -135    NoChange  GainChiral  99.00000   0.96676               1               1    5
2901510  1832.700039  24435   54   66  0.06652  0.0            0 -0.97059 -1.0       -136    NoChange  GainChiral  99.00000   0.98305               1               1    5
2901511  1832.700039  24435   54   67  0.05915  0.0            0 -0.86926 -1.0       -136    NoChange  GainChiral  99.00000   0.99494               1               1    5
2901512  1832.700039  24435   55   59 -0.03615 -0.0            0 -0.69748 -1.0       -136    NoChange  GainChiral  99.00000   0.58598               1               1    5
2901513  1832.700039  24435   55   66  0.07027  0.0            0 -0.82096 -1.0       -136    NoChange  GainChiral  99.00000   0.90122               1               1    5
2901514  1832.700039  24435   65  152 -1.60504 -2.0          -52  0.03897  0.0          0        Gain    NoChange   0.56467  99.00000               1               1    0
2901515  1832.700039  24435   65  153 -1.62913 -2.0          -52  0.02434  0.0          0        Gain    NoChange   0.53652  99.00000               1               1    0
2901516  1832.700039  24435   66  151 -1.75500 -2.0      -52,-59  0.08225  0.0          0        Gain    NoChange   0.81499  99.00000               2               1    1
2901517  1832.700039  24435   66  152 -1.78028 -2.0      -52,-58  0.03999  0.0          0        Gain    NoChange   0.78275  99.00000               2               1    1
2901518  1832.700039  24435   66  153 -1.80833 -2.0      -52,-59  0.03091  0.0          0        Gain    NoChange   0.75800  99.00000               2               1    1
2901519  1832.700039  24435   67  152 -1.77302 -2.0      -52,-58  0.04651  0.0          0        Gain    NoChange   0.90731  99.00000               2               1    1
2901520  1832.700039  24435   67  153 -1.79538 -2.0      -52,-59  0.03737  0.0          0        Gain    NoChange   0.87362  99.00000               2               1    1
2901521  1832.700039  24435   67  156 -1.80591 -2.0      -51,-59  0.02640  0.0          0        Gain    NoChange   0.84946  99.00000               2               1    1
2901522  1832.700039  24435   68  156 -1.87733 -2.0          -51  0.03167  0.0          0        Gain    NoChange   0.89077  99.00000               1               1    0
2901523  1832.700039  24435   68  157 -1.80614 -2.0          -51  0.03292  0.0          0        Gain    NoChange   0.89112  99.00000               1               1    0
2901524  1832.700039  24435   68  160 -1.80738 -2.0          -52  0.01136  0.0          0        Gain    NoChange   0.90390  99.00000               1               1    0
2901525  1832.700039  24435   69  156 -1.77906 -2.0          -51  0.03688  0.0          0        Gain    NoChange   0.94467  99.00000               1               1    0
2901526  1832.700039  24435   69  159 -1.71782 -2.0          -52  0.04383  0.0          0        Gain    NoChange   0.95584  99.00000               1               1    0
2901527  1832.700039  24435   69  160 -1.70677 -2.0          -52  0.00653  0.0          0        Gain    NoChange   0.95481  99.00000               1               1    0
2901528  1832.700039  24435  102  163 -1.05917 -1.0  +41,-53,-59  0.01855  0.0          0  GainChiral    NoChange   1.01708  99.00000               3               1    3
2901529  1832.700039  24435  105  159 -1.15337 -1.0  +41,-52,-59  0.06517  0.0          0  GainChiral    NoChange   1.00934  99.00000               3               1    3
2901530  1832.700039  24435  107  155 -1.17600 -1.0  +41,-52,-59  0.17184  0.0          0  GainChiral    NoChange   0.99691  99.00000               3               1    3
2901531  1832.700039  24435  116  159 -1.27114 -1.0  +41,-51,-59  0.07315  0.0          0  GainChiral    NoChange   0.95251  99.00000               3               1    3
2901532  1832.700039  24435  118  159 -1.23442 -1.0          -58  0.07273  0.0          0  GainChiral    NoChange   0.98462  99.00000               1               1    2
2901533  1832.700039  24435  118  163 -1.27225 -1.0  +42,-52,-58  0.02036  0.0          0  GainChiral    NoChange   0.97004  99.00000               3               1    3
2901534  1832.700039  24435  120  163 -1.20126 -1.0          -59  0.02268  0.0          0  GainChiral    NoChange   1.02583  99.00000               1               1    2
tag: P65556_2FKB_A
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P65556_2FKB_A_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P65556_t11_f-2232_Q0.938.pdb -p 1

####################################################################################################
GAIN P0A790 28
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P0A790_4CRZ_A/Q/P0A790_4CRZ_A_t28.Q
(2600,) 1057 0.9223300970873788 1543 0.9223300970873788
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0A790_4CRZ_A/Quenching/P0A790_4CRZ_A_t28_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0A790_4CRZ_A/setup/P0A790_4CRZ_A_rebuilt_clean_ca.psf
Frame -1543 successfully saved to ./highQ_Misfoled_Candidates/P0A790_t28_f-1543_Q0.922.pdb.
frame: 25124
frame_EntInfo:
          Time(ns)  Frame   i    j       gn   Gn crossingsN       gc   Gc crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
984797  1884.37504  25124   6   35  0.00000  0.0          0 -1.19470 -1.0        -61    NoChange  PureChiral  99.00000   2.13841               1               1    2
984798  1884.37504  25124   6   36  0.00000  0.0          0 -1.18987 -1.0        -61    NoChange  PureChiral  99.00000   2.12557               1               1    2
984799  1884.37504  25124   7   35  0.00000  0.0          0 -1.08255 -1.0        -61    NoChange  PureChiral  99.00000   2.02532               1               1    2
984800  1884.37504  25124   7   36  0.00000  0.0          0 -1.07089 -1.0        -61    NoChange  PureChiral  99.00000   2.01449               1               1    2
984801  1884.37504  25124   7   37  0.00000  0.0          0 -1.04976 -1.0        -61    NoChange  PureChiral  99.00000   1.99029               1               1    2
984802  1884.37504  25124   8   35  0.00000  0.0          0 -1.10710 -1.0        -61    NoChange  PureChiral  99.00000   2.04171               1               1    2
984803  1884.37504  25124   9   31  0.00000  0.0          0 -0.94086 -1.0        -61    NoChange  PureChiral  99.00000   1.93404               1               1    2
984804  1884.37504  25124   9   35  0.00000  0.0          0 -1.02899 -1.0        -61    NoChange  PureChiral  99.00000   2.04520               1               1    2
984805  1884.37504  25124  31  105 -0.82331 -1.0        -19 -0.05070 -0.0          0  GainChiral    NoChange   1.28989  99.00000               1               1    0
984806  1884.37504  25124  34  103 -0.91167 -1.0        -20 -0.06062 -0.0          0  PureChiral    NoChange   1.94022  99.00000               1               1    1
984807  1884.37504  25124  34  105 -0.94655 -1.0        -20 -0.08491 -0.0          0  PureChiral    NoChange   1.94600  99.00000               1               1    1
984808  1884.37504  25124  35  103 -0.95193 -1.0        -20 -0.01531 -0.0          0  PureChiral    NoChange   1.99769  99.00000               1               1    1
984809  1884.37504  25124  35  104 -1.02574 -1.0        -20 -0.10441 -0.0          0  PureChiral    NoChange   2.00755  99.00000               1               1    1
984810  1884.37504  25124  35  105 -0.99389 -1.0        -20 -0.03477 -0.0          0  PureChiral    NoChange   2.00170  99.00000               1               1    1
984811  1884.37504  25124  36  103 -1.05591 -1.0        -20 -0.02550 -0.0          0  PureChiral    NoChange   2.00326  99.00000               1               1    1
984812  1884.37504  25124  37   88 -0.94915 -1.0        -20  0.05436  0.0          0  PureChiral    NoChange   1.90830  99.00000               1               1    1
984813  1884.37504  25124  42   88 -1.08365 -1.0        -20  0.01511  0.0          0  PureChiral    NoChange   1.99031  99.00000               1               1    1
984814  1884.37504  25124  43   86 -1.03800 -1.0        -20 -0.01222 -0.0          0  PureChiral    NoChange   2.00286  99.00000               1               1    1
984815  1884.37504  25124  43   87 -0.98420 -1.0        -20  0.01340  0.0          0  PureChiral    NoChange   1.98239  99.00000               1               1    1
984816  1884.37504  25124  43   88 -1.05825 -1.0        -20  0.01314  0.0          0  PureChiral    NoChange   1.99620  99.00000               1               1    1
984817  1884.37504  25124  43   89 -1.08408 -1.0        -20  0.03822  0.0          0  PureChiral    NoChange   1.99883  99.00000               1               1    1
984818  1884.37504  25124  44   86 -1.04912 -1.0        -20 -0.02634 -0.0          0  PureChiral    NoChange   2.00638  99.00000               1               1    1
984819  1884.37504  25124  44   87 -0.99891 -1.0        -20 -0.00096 -0.0          0  PureChiral    NoChange   1.98528  99.00000               1               1    1
984820  1884.37504  25124  44   88 -1.07683 -1.0        -20 -0.00026 -0.0          0  PureChiral    NoChange   1.99751  99.00000               1               1    1
984821  1884.37504  25124  45   84 -1.01486 -1.0        -20 -0.01952 -0.0          0  PureChiral    NoChange   2.11344  99.00000               1               1    1
984822  1884.37504  25124  45   85 -0.97972 -1.0        -20 -0.01002 -0.0          0  PureChiral    NoChange   2.06338  99.00000               1               1    1
984823  1884.37504  25124  45   86 -1.05764 -1.0        -20 -0.01879 -0.0          0  PureChiral    NoChange   2.06730  99.00000               1               1    1
984824  1884.37504  25124  45   87 -1.01228 -1.0        -20  0.00620  0.0          0  PureChiral    NoChange   2.04473  99.00000               1               1    1
984825  1884.37504  25124  46   84 -1.10686 -1.0        -20 -0.02493 -0.0          0  PureChiral    NoChange   2.09927  99.00000               1               1    1
984826  1884.37504  25124  46   85 -1.07283 -1.0        -20 -0.01728 -0.0          0  PureChiral    NoChange   2.04914  99.00000               1               1    1
984827  1884.37504  25124  46   86 -1.15074 -1.0        -20 -0.02476 -0.0          0  PureChiral    NoChange   2.05278  99.00000               1               1    1
984828  1884.37504  25124  47   82 -1.06774 -1.0        -20  0.00941  0.0          0  PureChiral    NoChange   2.14109  99.00000               1               1    1
984829  1884.37504  25124  47   83 -1.05139 -1.0        -21 -0.01209 -0.0          0  PureChiral    NoChange   2.10918  99.00000               1               1    1
984830  1884.37504  25124  47   84 -1.17788 -1.0        -20 -0.02182 -0.0          0  PureChiral    NoChange   2.13574  99.00000               1               1    1
984831  1884.37504  25124  47   85 -1.14873 -1.0        -20 -0.01396 -0.0          0  PureChiral    NoChange   2.08676  99.00000               1               1    1
984832  1884.37504  25124  48   82 -1.18409 -1.0        -21  0.01330  0.0          0  PureChiral    NoChange   2.11313  99.00000               1               1    1
984833  1884.37504  25124  48   83 -1.16804 -1.0        -20 -0.01069 -0.0          0  PureChiral    NoChange   2.08097  99.00000               1               1    1
984834  1884.37504  25124  48   84 -1.29456 -1.0        -20 -0.02025 -0.0          0  PureChiral    NoChange   2.10769  99.00000               1               1    1
984835  1884.37504  25124  49   82 -1.20551 -1.0        -21  0.01153  0.0          0  PureChiral    NoChange   2.10319  99.00000               1               1    1
